Book	Chapter	Verse	Text	Index	Version
The Epistle of Paul the Apostle to the Colossians	1	15	Who is the image of the invisible God, the firstborn of every creature:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	16	For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether they be thrones, or dominions, or principalities, or powers: all things were created by him, and for him:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	17	And he is before all things, and by him all things consist.	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	18	And he is the head of the body, the church: who is the beginning, the firstborn from the dead; that in all things he might have the preeminence.	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	19	For it pleased the Father that in him should all fulness dwell;	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	20	And, having made peace through the blood of his cross, by him to reconcile all things unto himself; by him, I say, whether they be things in earth, or things in heaven.	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	21	And you, that were sometime alienated and enemies in your mind by wicked works, yet now hath he reconciled	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	22	In the body of his flesh through death, to present you holy and unblameable and unreproveable in his sight:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	23	If ye continue in the faith grounded and settled, and be not moved away from the hope of the gospel, which ye have heard, and which was preached to every creature which is under heaven; whereof I Paul am made a minister;	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	24	Who now rejoice in my sufferings for you, and fill up that which is behind of the afflictions of Christ in my flesh for his body’s sake, which is the church:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	25	Whereof I am made a minister, according to the dispensation of God which is given to me for you, to fulfil the word of God;	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	26	Even the mystery which hath been hid from ages and from generations, but now is made manifest to his saints:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	27	To whom God would make known what is the riches of the glory of this mystery among the Gentiles; which is Christ in you, the hope of glory:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	28	Whom we preach, warning every man, and teaching every man in all wisdom; that we may present every man perfect in Christ Jesus:	1	KJV
The Epistle of Paul the Apostle to the Colossians	1	29	Whereunto I also labour, striving according to his working, which worketh in me mightily.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	1	For I would that ye knew what great conflict I have for you, and for them at Laodicea, and for as many as have not seen my face in the flesh;	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	2	That their hearts might be comforted, being knit together in love, and unto all riches of the full assurance of understanding, to the acknowledgement of the mystery of God, and of the Father, and of Christ;	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	3	In whom are hid all the treasures of wisdom and knowledge.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	4	And this I say, lest any man should beguile you with enticing words.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	5	For though I be absent in the flesh, yet am I with you in the spirit, joying and beholding your order, and the stedfastness of your faith in Christ.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	6	As ye have therefore received Christ Jesus the Lord, so walk ye in him:	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	7	Rooted and built up in him, and stablished in the faith, as ye have been taught, abounding therein with thanksgiving.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	8	Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	9	For in him dwelleth all the fulness of the Godhead bodily.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	10	And ye are complete in him, which is the head of all principality and power:	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	11	In whom also ye are circumcised with the circumcision made without hands, in putting off the body of the sins of the flesh by the circumcision of Christ:	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	12	Buried with him in baptism, wherein also ye are risen with him through the faith of the operation of God, who hath raised him from the dead.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	13	And you, being dead in your sins and the uncircumcision of your flesh, hath he quickened together with him, having forgiven you all trespasses;	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	14	Blotting out the handwriting of ordinances that was against us, which was contrary to us, and took it out of the way, nailing it to his cross;	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	15	And having spoiled principalities and powers, he made a shew of them openly, triumphing over them in it.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	16	Let no man therefore judge you in meat, or in drink, or in respect of an holyday, or of the new moon, or of the sabbath days:	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	17	Which are a shadow of things to come; but the body is of Christ.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	18	Let no man beguile you of your reward in a voluntary humility and worshipping of angels, intruding into those things which he hath not seen, vainly puffed up by his fleshly mind,	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	19	And not holding the Head, from which all the body by joints and bands having nourishment ministered, and knit together, increaseth with the increase of God.	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	20	Wherefore if ye be dead with Christ from the rudiments of the world, why, as though living in the world, are ye subject to ordinances,	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	21	(Touch not; taste not; handle not;	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	22	Which all are to perish with the using;) after the commandments and doctrines of men?	1	KJV
The Epistle of Paul the Apostle to the Colossians	2	23	Which things have indeed a shew of wisdom in will worship, and humility, and neglecting of the body: not in any honour to the satisfying of the flesh.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	1	If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	2	Set your affection on things above, not on things on the earth.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	3	For ye are dead, and your life is hid with Christ in God.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	4	When Christ, who is our life, shall appear, then shall ye also appear with him in glory.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	5	Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry:	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	6	For which things’ sake the wrath of God cometh on the children of disobedience:	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	7	In the which ye also walked some time, when ye lived in them.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	8	But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	9	Lie not one to another, seeing that ye have put off the old man with his deeds;	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	10	And have put on the new man, which is renewed in knowledge after the image of him that created him:	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	11	Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond nor free: but Christ is all, and in all.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	12	Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	13	Forbearing one another, and forgiving one another, if any man have a quarrel against any: even as Christ forgave you, so also do ye.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	14	And above all these things put on charity, which is the bond of perfectness.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	15	And let the peace of God rule in your hearts, to the which also ye are called in one body; and be ye thankful.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	16	Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	17	And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	18	Wives, submit yourselves unto your own husbands, as it is fit in the Lord.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	19	Husbands, love your wives, and be not bitter against them.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	20	Children, obey your parents in all things: for this is well pleasing unto the Lord.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	21	Fathers, provoke not your children to anger, lest they be discouraged.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	22	Servants, obey in all things your masters according to the flesh; not with eyeservice, as menpleasers; but in singleness of heart, fearing God;	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	23	And whatsoever ye do, do it heartily, as to the Lord, and not unto men;	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	24	Knowing that of the Lord ye shall receive the reward of the inheritance: for ye serve the Lord Christ.	1	KJV
The Epistle of Paul the Apostle to the Colossians	3	25	But he that doeth wrong shall receive for the wrong which he hath done: and there is no respect of persons.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	1	Masters, give unto your servants that which is just and equal; knowing that ye also have a Master in heaven.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	2	Continue in prayer, and watch in the same with thanksgiving;	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	3	Withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ, for which I am also in bonds:	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	4	That I may make it manifest, as I ought to speak.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	5	Walk in wisdom toward them that are without, redeeming the time.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	6	Let your speech be alway with grace, seasoned with salt, that ye may know how ye ought to answer every man.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	7	All my state shall Tychicus declare unto you, who is a beloved brother, and a faithful minister and fellowservant in the Lord:	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	8	Whom I have sent unto you for the same purpose, that he might know your estate, and comfort your hearts;	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	9	With Onesimus, a faithful and beloved brother, who is one of you. They shall make known unto you all things which are done here.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	10	Aristarchus my fellowprisoner saluteth you, and Marcus, sister’s son to Barnabas, (touching whom ye received commandments: if he come unto you, receive him;)	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	11	And Jesus, which is called Justus, who are of the circumcision. These only are my fellowworkers unto the kingdom of God, which have been a comfort unto me.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	12	Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	13	For I bear him record, that he hath a great zeal for you, and them that are in Laodicea, and them in Hierapolis.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	14	Luke, the beloved physician, and Demas, greet you.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	15	Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	16	And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the epistle from Laodicea.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	17	And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.	1	KJV
The Epistle of Paul the Apostle to the Colossians	4	18	The salutation by the hand of me Paul. Remember my bonds. Grace be with you. Amen.	1	KJV
The Epistle of Paul the Apostle to the Ephesians	1	1	Paul, an apostle of Jesus Christ by the will of God, to the saints which are at Ephesus, and to the faithful in Christ Jesus:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	2	Grace be to you, and peace, from God our Father, and from the Lord Jesus Christ.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	3	Blessed be the God and Father of our Lord Jesus Christ, who hath blessed us with all spiritual blessings in heavenly places in Christ:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	4	According as he hath chosen us in him before the foundation of the world, that we should be holy and without blame before him in love:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	5	Having predestinated us unto the adoption of children by Jesus Christ to himself, according to the good pleasure of his will,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	6	To the praise of the glory of his grace, wherein he hath made us accepted in the beloved.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	7	In whom we have redemption through his blood, the forgiveness of sins, according to the riches of his grace;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	8	Wherein he hath abounded toward us in all wisdom and prudence;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	9	Having made known unto us the mystery of his will, according to his good pleasure which he hath purposed in himself:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	10	That in the dispensation of the fulness of times he might gather together in one all things in Christ, both which are in heaven, and which are on earth; even in him:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	11	In whom also we have obtained an inheritance, being predestinated according to the purpose of him who worketh all things after the counsel of his own will:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	12	That we should be to the praise of his glory, who first trusted in Christ.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	13	In whom ye also trusted, after that ye heard the word of truth, the gospel of your salvation: in whom also after that ye believed, ye were sealed with that holy Spirit of promise,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	14	Which is the earnest of our inheritance until the redemption of the purchased possession, unto the praise of his glory.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	15	Wherefore I also, after I heard of your faith in the Lord Jesus, and love unto all the saints,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	16	Cease not to give thanks for you, making mention of you in my prayers;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	17	That the God of our Lord Jesus Christ, the Father of glory, may give unto you the spirit of wisdom and revelation in the knowledge of him:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	18	The eyes of your understanding being enlightened; that ye may know what is the hope of his calling, and what the riches of the glory of his inheritance in the saints,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	19	And what is the exceeding greatness of his power to us-ward who believe, according to the working of his mighty power,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	20	Which he wrought in Christ, when he raised him from the dead, and set him at his own right hand in the heavenly places,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	21	Far above all principality, and power, and might, and dominion, and every name that is named, not only in this world, but also in that which is to come:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	22	And hath put all things under his feet, and gave him to be the head over all things to the church,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	1	23	Which is his body, the fulness of him that filleth all in all.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	1	And you hath he quickened, who were dead in trespasses and sins;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	2	Wherein in time past ye walked according to the course of this world, according to the prince of the power of the air, the spirit that now worketh in the children of disobedience:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	3	Among whom also we all had our conversation in times past in the lusts of our flesh, fulfilling the desires of the flesh and of the mind; and were by nature the children of wrath, even as others.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	4	But God, who is rich in mercy, for his great love wherewith he loved us,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	5	Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved;)	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	6	And hath raised us up together, and made us sit together in heavenly places in Christ Jesus:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	7	That in the ages to come he might shew the exceeding riches of his grace in his kindness toward us through Christ Jesus.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	8	For by grace are ye saved through faith; and that not of yourselves: it is the gift of God:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	9	Not of works, lest any man should boast.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	10	For we are his workmanship, created in Christ Jesus unto good works, which God hath before ordained that we should walk in them.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	11	Wherefore remember, that ye being in time past Gentiles in the flesh, who are called Uncircumcision by that which is called the Circumcision in the flesh made by hands;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	12	That at that time ye were without Christ, being aliens from the commonwealth of Israel, and strangers from the covenants of promise, having no hope, and without God in the world:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	13	But now in Christ Jesus ye who sometimes were far off are made nigh by the blood of Christ.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	14	For he is our peace, who hath made both one, and hath broken down the middle wall of partition between us;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	15	Having abolished in his flesh the enmity, even the law of commandments contained in ordinances; for to make in himself of twain one new man, so making peace;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	16	And that he might reconcile both unto God in one body by the cross, having slain the enmity thereby:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	17	And came and preached peace to you which were afar off, and to them that were nigh.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	18	For through him we both have access by one Spirit unto the Father.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	19	Now therefore ye are no more strangers and foreigners, but fellowcitizens with the saints, and of the household of God;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	20	And are built upon the foundation of the apostles and prophets, Jesus Christ himself being the chief corner stone;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	21	In whom all the building fitly framed together groweth unto an holy temple in the Lord:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	2	22	In whom ye also are builded together for an habitation of God through the Spirit.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	1	For this cause I Paul, the prisoner of Jesus Christ for you Gentiles,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	2	If ye have heard of the dispensation of the grace of God which is given me to you-ward:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	3	How that by revelation he made known unto me the mystery; (as I wrote afore in few words,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	4	Whereby, when ye read, ye may understand my knowledge in the mystery of Christ)	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	5	Which in other ages was not made known unto the sons of men, as it is now revealed unto his holy apostles and prophets by the Spirit;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	6	That the Gentiles should be fellowheirs, and of the same body, and partakers of his promise in Christ by the gospel:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	7	Whereof I was made a minister, according to the gift of the grace of God given unto me by the effectual working of his power.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	8	Unto me, who am less than the least of all saints, is this grace given, that I should preach among the Gentiles the unsearchable riches of Christ;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	9	And to make all men see what is the fellowship of the mystery, which from the beginning of the world hath been hid in God, who created all things by Jesus Christ:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	10	To the intent that now unto the principalities and powers in heavenly places might be known by the church the manifold wisdom of God,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	11	According to the eternal purpose which he purposed in Christ Jesus our Lord:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	12	In whom we have boldness and access with confidence by the faith of him.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	13	Wherefore I desire that ye faint not at my tribulations for you, which is your glory.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	14	For this cause I bow my knees unto the Father of our Lord Jesus Christ,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	15	Of whom the whole family in heaven and earth is named,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	16	That he would grant you, according to the riches of his glory, to be strengthened with might by his Spirit in the inner man;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	17	That Christ may dwell in your hearts by faith; that ye, being rooted and grounded in love,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	18	May be able to comprehend with all saints what is the breadth, and length, and depth, and height;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	19	And to know the love of Christ, which passeth knowledge, that ye might be filled with all the fulness of God.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	20	Now unto him that is able to do exceeding abundantly above all that we ask or think, according to the power that worketh in us,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	3	21	Unto him be glory in the church by Christ Jesus throughout all ages, world without end. Amen.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	1	I therefore, the prisoner of the Lord, beseech you that ye walk worthy of the vocation wherewith ye are called,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	2	With all lowliness and meekness, with longsuffering, forbearing one another in love;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	3	Endeavouring to keep the unity of the Spirit in the bond of peace.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	4	There is one body, and one Spirit, even as ye are called in one hope of your calling;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	5	One Lord, one faith, one baptism,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	6	One God and Father of all, who is above all, and through all, and in you all.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	7	But unto every one of us is given grace according to the measure of the gift of Christ.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	8	Wherefore he saith, When he ascended up on high, he led captivity captive, and gave gifts unto men.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	9	(Now that he ascended, what is it but that he also descended first into the lower parts of the earth?	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	10	He that descended is the same also that ascended up far above all heavens, that he might fill all things.)	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	11	And he gave some, apostles; and some, prophets; and some, evangelists; and some, pastors and teachers;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	12	For the perfecting of the saints, for the work of the ministry, for the edifying of the body of Christ:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	13	Till we all come in the unity of the faith, and of the knowledge of the Son of God, unto a perfect man, unto the measure of the stature of the fulness of Christ:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	14	That we henceforth be no more children, tossed to and fro, and carried about with every wind of doctrine, by the sleight of men, and cunning craftiness, whereby they lie in wait to deceive;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	15	But speaking the truth in love, may grow up into him in all things, which is the head, even Christ:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	16	From whom the whole body fitly joined together and compacted by that which every joint supplieth, according to the effectual working in the measure of every part, maketh increase of the body unto the edifying of itself in love.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	17	This I say therefore, and testify in the Lord, that ye henceforth walk not as other Gentiles walk, in the vanity of their mind,	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	18	Having the understanding darkened, being alienated from the life of God through the ignorance that is in them, because of the blindness of their heart:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	19	Who being past feeling have given themselves over unto lasciviousness, to work all uncleanness with greediness.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	20	But ye have not so learned Christ;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	21	If so be that ye have heard him, and have been taught by him, as the truth is in Jesus:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	22	That ye put off concerning the former conversation the old man, which is corrupt according to the deceitful lusts;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	23	And be renewed in the spirit of your mind;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	24	And that ye put on the new man, which after God is created in righteousness and true holiness.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	25	Wherefore putting away lying, speak every man truth with his neighbour: for we are members one of another.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	26	Be ye angry, and sin not: let not the sun go down upon your wrath:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	27	Neither give place to the devil.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	28	Let him that stole steal no more: but rather let him labour, working with his hands the thing which is good, that he may have to give to him that needeth.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	29	Let no corrupt communication proceed out of your mouth, but that which is good to the use of edifying, that it may minister grace unto the hearers.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	30	And grieve not the holy Spirit of God, whereby ye are sealed unto the day of redemption.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	31	Let all bitterness, and wrath, and anger, and clamour, and evil speaking, be put away from you, with all malice:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	4	32	And be ye kind one to another, tenderhearted, forgiving one another, even as God for Christ’s sake hath forgiven you.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	1	Be ye therefore followers of God, as dear children;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	2	And walk in love, as Christ also hath loved us, and hath given himself for us an offering and a sacrifice to God for a sweetsmelling savour.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	3	But fornication, and all uncleanness, or covetousness, let it not be once named among you, as becometh saints;	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	4	Neither filthiness, nor foolish talking, nor jesting, which are not convenient: but rather giving of thanks.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	5	For this ye know, that no whoremonger, nor unclean person, nor covetous man, who is an idolater, hath any inheritance in the kingdom of Christ and of God.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	6	Let no man deceive you with vain words: for because of these things cometh the wrath of God upon the children of disobedience.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	7	Be not ye therefore partakers with them.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	8	For ye were sometimes darkness, but now are ye light in the Lord: walk as children of light:	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	9	(For the fruit of the Spirit is in all goodness and righteousness and truth;)	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	10	Proving what is acceptable unto the Lord.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	11	And have no fellowship with the unfruitful works of darkness, but rather reprove them.	2	KJV
The Epistle of Paul the Apostle to the Ephesians	5	12	For it is a shame even to speak of those things which are done of them in secret.	2	KJV
