Index	Version	Book	Chapter	Verse	Text
1	DRB	The Epistle of St. Paul to the Colossians	1	24	Who now rejoice in my sufferings for you and fill up those things that are wanting of the sufferings of Christ, in my flesh, for his body, which is the church: Wanting.... There is no want in the sufferings of Christ in himself as head: but many sufferings are still wanting, or are still to come, in his body the church, and his members the faithful.
1	DRB	The Epistle of St. Paul to the Colossians	1	25	Whereof I am made a minister according to the dispensation of God, which is given me towards you, that I may fulfil the word of God:
1	DRB	The Epistle of St. Paul to the Colossians	1	26	The mystery which hath been hidden from ages and generations, but now is manifested to his saints,
1	DRB	The Epistle of St. Paul to the Colossians	1	27	To whom God would make known the riches of the glory of this mystery among the Gentiles, which is Christ, in you the hope of glory.
1	DRB	The Epistle of St. Paul to the Colossians	1	28	Whom we preach, admonishing every man and teaching every man in all wisdom, that we may present every man perfect in Christ Jesus.
1	DRB	The Epistle of St. Paul to the Colossians	1	29	Wherein also I labour, striving according to his working which he worketh in me in power. Colossians Chapter 2 He warns them against the impostures of the philosophers and the Jewish teachers, that would withdraw them from Christ.
1	DRB	The Epistle of St. Paul to the Colossians	2	1	For I would have you know what manner of care I have for you and for them that are at Laodicea and whosoever have not seen my face in the flesh:
1	DRB	The Epistle of St. Paul to the Colossians	2	2	That their hearts may be comforted, being instructed in charity and unto all riches of fulness of understanding, unto the knowledge of the mystery of God the Father and of Christ Jesus:
1	DRB	The Epistle of St. Paul to the Colossians	2	3	In whom are hid all the treasures of wisdom and knowledge.
1	DRB	The Epistle of St. Paul to the Colossians	2	4	Now this I say, that no man may deceive you by loftiness of words.
1	DRB	The Epistle of St. Paul to the Colossians	2	5	For though I be absent in body, yet in spirit I am with you, rejoicing, and beholding your order and the steadfastness of your faith which is in Christ.
1	DRB	The Epistle of St. Paul to the Colossians	2	6	As therefore you have received Jesus Christ the Lord, walk ye in him:
1	DRB	The Epistle of St. Paul to the Colossians	2	7	Rooted and built up in him and confirmed in the faith, as also you have learned: abounding in him in thanksgiving.
1	DRB	The Epistle of St. Paul to the Colossians	2	8	Beware lest any man cheat you by philosophy and vain deceit: according to the tradition of men according to the elements of the world and not according to Christ.
1	DRB	The Epistle of St. Paul to the Colossians	2	9	For in him dwelleth all the fulness of the Godhead corporeally.
1	DRB	The Epistle of St. Paul to the Colossians	2	10	And you are filled in him, who is the head of all principality and power.
1	DRB	The Epistle of St. Paul to the Colossians	2	11	In whom also you are circumcised with circumcision not made by hand in despoiling of the body of the flesh: but in the circumcision of Christ.
1	DRB	The Epistle of St. Paul to the Colossians	2	12	Buried with him in baptism: in whom also you are risen again by the faith of the operation of God who hath raised him up from the dead.
1	DRB	The Epistle of St. Paul to the Colossians	2	13	And you, when you were dead in your sins and the uncircumcision of your flesh, he hath quickened together with him, forgiving you all offences:
1	DRB	The Epistle of St. Paul to the Colossians	2	14	Blotting out the handwriting of the decree that was against us, which was contrary to us. And he hath taken the same out of the way, fastening it to the cross.
1	DRB	The Epistle of St. Paul to the Colossians	2	15	And despoiling the principalities and powers, he hath exposed them confidently in open shew, triumphing over them in himself.
1	DRB	The Epistle of St. Paul to the Colossians	2	16	Let no man therefore judge you in meat or in drink or in respect of a festival day or of the new moon or of the sabbaths, In meat, etc.... He means with regard to the Jewish observations of the distinction of clean and unclean meats; and of their festivals, new moons, and sabbaths, as being no longer obligatory.
1	DRB	The Epistle of St. Paul to the Colossians	2	17	Which are a shadow of things to come: but the body is of Christ.
1	DRB	The Epistle of St. Paul to the Colossians	2	18	Let no man seduce you, willing in humility and religion of angels, walking in the things which he hath not seen, in vain puffed up by the sense of his flesh: Willing, etc.... That is, by a self willed, self invented, superstitious worship, falsely pretending humility, but really proceeding from pride. Such was the worship, that many of the philosophers (against whom St. Paul speaks, ver. 8) paid to angels or demons, by sacrificing to them, as carriers of intelligence betwixt God and men; pretending humility in so doing, as if God was too great to be addressed by men; and setting aside the mediatorship of Jesus Christ, who is the head both of angels and men. Such also was the worship paid by the ancient heretics, disciples of Simon and Menander, to the angels, whom they believed to be makers and lords of this lower world. This is certain, that they whom the apostle here condemns, did not hold the head, (ver. 19,) that is, Jesus Christ, and his mediatorship; and therefore what he writes here no way touches the Catholic doctrine and practice, of desiring our good angels to pray to God for us, through Jesus Christ. St. Jerome [Epist. ad Algas.] understands by the religion or service of angels, the Jewish teachers, who sought to subject the new Christians to the observance of the Mosaic law.
1	DRB	The Epistle of St. Paul to the Colossians	2	19	And not holding the head, from which the whole body, by joints and bands, being supplied with nourishment and compacted, groweth into the increase of God.
1	DRB	The Epistle of St. Paul to the Colossians	2	20	If then you be dead with Christ from the elements of this world, why do you yet decree as though living in the world?
1	DRB	The Epistle of St. Paul to the Colossians	2	21	Touch not: taste not: handle not. Touch not, etc.... The meaning is, that Christians should not subject themselves, either to the ordinances of the old law, forbidding touching or tasting things unclean; or to the superstitious invention of heretics, imposing such restraints, under pretence of wisdom, humility, or mortification.
1	DRB	The Epistle of St. Paul to the Colossians	2	22	Which all are unto destruction by the very use, according to the precepts and doctrines of men.
1	DRB	The Epistle of St. Paul to the Colossians	2	23	Which things have indeed a shew of wisdom in superstition and humility, and not sparing the body; not in any honour to the filling of the flesh. Colossians Chapter 3 He exhorts them to put off the old man, and to put on the new. The duties of wives and husbands, children and servants.
1	DRB	The Epistle of St. Paul to the Colossians	3	1	Therefore if you be risen with Christ, seek the things that are above, where Christ is sitting at the right hand of God.
1	DRB	The Epistle of St. Paul to the Colossians	3	2	Mind the things that are above, not the things that are upon the earth.
1	DRB	The Epistle of St. Paul to the Colossians	3	3	For you are dead: and your life is hid with Christ in God.
1	DRB	The Epistle of St. Paul to the Colossians	3	4	When Christ shall appear, who is your life, then you also shall appear with him in glory.
1	DRB	The Epistle of St. Paul to the Colossians	3	5	Mortify therefore your members which are upon the earth: fornication, uncleanness, lust, evil concupiscence and covetousness, which is the service of idols.
1	DRB	The Epistle of St. Paul to the Colossians	3	6	For which things the wrath of God cometh upon the children of unbelief.
1	DRB	The Epistle of St. Paul to the Colossians	3	7	In which you also walked some time, when you lived in them.
1	DRB	The Epistle of St. Paul to the Colossians	3	8	But now put you also all away: anger, indignation, malice, blasphemy, filthy speech out of your mouth.
1	DRB	The Epistle of St. Paul to the Colossians	3	9	Lie not one to another: stripping yourselves of the old man with his deeds,
1	DRB	The Epistle of St. Paul to the Colossians	3	10	And putting on the new, him who is renewed unto knowledge, according to the image of him that created him.
1	DRB	The Epistle of St. Paul to the Colossians	3	11	Where there is neither Gentile nor Jew, circumcision nor uncircumcision, Barbarian nor Scythian, bond nor free. But Christ is all and in all.
1	DRB	The Epistle of St. Paul to the Colossians	3	12	Put ye on therefore, as the elect of God, holy and beloved, the bowels of mercy, benignity, humility, modesty, patience:
1	DRB	The Epistle of St. Paul to the Colossians	3	13	Bearing with one another and forgiving one another, if any have a complaint against another. Even as the Lord hath forgiven you, so do you also.
1	DRB	The Epistle of St. Paul to the Colossians	3	14	But above all these things have charity, which is the bond of perfection.
1	DRB	The Epistle of St. Paul to the Colossians	3	15	And let the peace of Christ rejoice in your hearts, wherein also you are called in one body: and be ye thankful.
1	DRB	The Epistle of St. Paul to the Colossians	3	16	Let the word of Christ dwell in you abundantly: in all wisdom, teaching and admonishing one another in psalms, hymns and spiritual canticles, singing in grace in your hearts to God.
1	DRB	The Epistle of St. Paul to the Colossians	3	17	All whatsoever you do in word or in work, do all in the name of the Lord Jesus Christ, giving thanks to God and the Father by him.
1	DRB	The Epistle of St. Paul to the Colossians	3	18	Wives, be subject to your husbands, as it behoveth in the Lord.
1	DRB	The Epistle of St. Paul to the Colossians	3	19	Husbands, love your wives and be not bitter towards them.
1	DRB	The Epistle of St. Paul to the Colossians	3	20	Children, obey your parents in all things: for this is well pleasing to the Lord.
1	DRB	The Epistle of St. Paul to the Colossians	3	21	Fathers, provoke not your children to indignation, lest they be discouraged.
1	DRB	The Epistle of St. Paul to the Colossians	3	22	Servants, obey in all things your masters according to the flesh: not serving to the eye, as pleasing men: but in simplicity of heart, fearing God.
1	DRB	The Epistle of St. Paul to the Colossians	3	23	Whatsoever you do, do it from the heart, as to the Lord, and not to men:
1	DRB	The Epistle of St. Paul to the Colossians	3	24	Knowing that you shall receive of the Lord the reward of inheritance. Serve ye the Lord Christ.
1	DRB	The Epistle of St. Paul to the Colossians	3	25	For he that doth wrong shall receive for that which he hath done wrongfully. And there is no respect of persons with God. Colossians Chapter 4 He recommends constant prayer and wisdom. Various salutations.
1	DRB	The Epistle of St. Paul to the Colossians	4	1	Masters, do to your servants that which is just and equal: knowing that you also have a master in heaven.
1	DRB	The Epistle of St. Paul to the Colossians	4	2	Be instant in prayer: watching in it with thanksgiving.
1	DRB	The Epistle of St. Paul to the Colossians	4	3	Praying withal for us also, that God may open unto us a door of speech to speak the mystery of Christ (for which also I am bound):
1	DRB	The Epistle of St. Paul to the Colossians	4	4	That I may make it manifest as I ought to speak.
1	DRB	The Epistle of St. Paul to the Colossians	4	5	Walk with wisdom towards them that are without, redeeming the time.
1	DRB	The Epistle of St. Paul to the Colossians	4	6	Let your speech be always in grace seasoned with salt: that you may know how you ought to answer every man.
1	DRB	The Epistle of St. Paul to the Colossians	4	7	All the things that concern me, Tychicus, our dearest brother and faithful minister and fellow servant in the Lord, will make known to you.
1	DRB	The Epistle of St. Paul to the Colossians	4	8	Whom I have sent to you for this same purpose, that he may know the things that concern you and comfort your hearts:
1	DRB	The Epistle of St. Paul to the Colossians	4	9	With Onesimus, a most beloved and faithful brother, who is one of you. All things that are done here, they shall make known to you.
1	DRB	The Epistle of St. Paul to the Colossians	4	10	Aristarchus, my fellow prisoner, saluteth you: and Mark, the cousin german of Barnabas, touching whom you have received commandments. If he come unto you, receive him.
1	DRB	The Epistle of St. Paul to the Colossians	4	11	And Jesus that is called Justus: who are of the circumcision. These only are my helpers, in the kingdom of God: who have been a comfort to me.
1	DRB	The Epistle of St. Paul to the Colossians	4	12	Epaphras saluteth you, who is one of you, a servant of Christ Jesus, who is always solicitous for you in prayers, that you may stand perfect and full in all the will of God.
1	DRB	The Epistle of St. Paul to the Colossians	4	13	For I bear him testimony that he hath much labour for you and for them that are at Laodicea and them at Hierapolis.
1	DRB	The Epistle of St. Paul to the Colossians	4	14	Luke, the most dear physician, saluteth you: and Demas.
1	DRB	The Epistle of St. Paul to the Colossians	4	15	Salute the brethren who are at Laodicea: and Nymphas and the church that is in his house.
1	DRB	The Epistle of St. Paul to the Colossians	4	16	And when this epistle shall have been read with you, cause that it be read also in the church of the Laodiceans: and that you read that which is of the Laodiceans. And that you read that which is of the Laodiceans.... What this epistle was is uncertain, and annotators have given different opinions concerning it. Some expound these words of an epistle which St. Paul wrote to the Laodiceans, and is since lost, for that now extant is no more than a collection of sentences out of the other epistles of St. Paul; therefore it cannot be considered even as a part of that epistle. Others explain that the text means a letter sent to St. Paul by the Laodiceans, which he sends to the Colossians to be read by them. However, this opinion does not seem well founded. Hence it is more probable that St. Paul wrote an epistle from Rome to the Laodiceans, about the same time that he wrote to the Colossians, as he had them both equally at heart, and that he ordered that epistle to be read by the Colossians for their instructions; and being neighbouring cities, they might communicate to each other what they had received from him; as one epistle might contain some matters not related in the other, and would be equally useful for their concern; and more particularly as they were equally disturbed by intruders and false teachers, against which the apostle was anxious to warn them, lest they should be infected by their pernicious doctrine.
1	DRB	The Epistle of St. Paul to the Colossians	4	17	And say to Archippus: Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.
1	DRB	The Epistle of St. Paul to the Colossians	4	18	The salutation of Paul with my own hand. Be mindful of my bands. Grace be with you. Amen.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	1	Paul, an apostle of Jesus Christ by the will of God, and Timotheus our brother,
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	2	To the saints and faithful brethren in Christ which are at Colosse: Grace be unto you, and peace, from God our Father and the Lord Jesus Christ.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	3	We give thanks to God and the Father of our Lord Jesus Christ, praying always for you,
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	4	Since we heard of your faith in Christ Jesus, and of the love which ye have to all the saints,
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	5	For the hope which is laid up for you in heaven, whereof ye heard before in the word of the truth of the gospel;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	6	Which is come unto you, as it is in all the world; and bringeth forth fruit, as it doth also in you, since the day ye heard of it, and knew the grace of God in truth:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	7	As ye also learned of Epaphras our dear fellowservant, who is for you a faithful minister of Christ;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	8	Who also declared unto us your love in the Spirit.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	9	For this cause we also, since the day we heard it, do not cease to pray for you, and to desire that ye might be filled with the knowledge of his will in all wisdom and spiritual understanding;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	10	That ye might walk worthy of the Lord unto all pleasing, being fruitful in every good work, and increasing in the knowledge of God;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	11	Strengthened with all might, according to his glorious power, unto all patience and longsuffering with joyfulness;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	12	Giving thanks unto the Father, which hath made us meet to be partakers of the inheritance of the saints in light:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	13	Who hath delivered us from the power of darkness, and hath translated us into the kingdom of his dear Son:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	14	In whom we have redemption through his blood, even the forgiveness of sins:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	15	Who is the image of the invisible God, the firstborn of every creature:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	16	For by him were all things created, that are in heaven, and that are in earth, visible and invisible, whether they be thrones, or dominions, or principalities, or powers: all things were created by him, and for him:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	17	And he is before all things, and by him all things consist.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	18	And he is the head of the body, the church: who is the beginning, the firstborn from the dead; that in all things he might have the preeminence.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	19	For it pleased the Father that in him should all fulness dwell;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	20	And, having made peace through the blood of his cross, by him to reconcile all things unto himself; by him, I say, whether they be things in earth, or things in heaven.
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	21	And you, that were sometime alienated and enemies in your mind by wicked works, yet now hath he reconciled
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	22	In the body of his flesh through death, to present you holy and unblameable and unreproveable in his sight:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	23	If ye continue in the faith grounded and settled, and be not moved away from the hope of the gospel, which ye have heard, and which was preached to every creature which is under heaven; whereof I Paul am made a minister;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	24	Who now rejoice in my sufferings for you, and fill up that which is behind of the afflictions of Christ in my flesh for his body’s sake, which is the church:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	25	Whereof I am made a minister, according to the dispensation of God which is given to me for you, to fulfil the word of God;
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	26	Even the mystery which hath been hid from ages and from generations, but now is made manifest to his saints:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	27	To whom God would make known what is the riches of the glory of this mystery among the Gentiles; which is Christ in you, the hope of glory:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	28	Whom we preach, warning every man, and teaching every man in all wisdom; that we may present every man perfect in Christ Jesus:
1	KJV	The Epistle of Paul the Apostle to the Colossians	1	29	Whereunto I also labour, striving according to his working, which worketh in me mightily.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	1	For I would that ye knew what great conflict I have for you, and for them at Laodicea, and for as many as have not seen my face in the flesh;
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	2	That their hearts might be comforted, being knit together in love, and unto all riches of the full assurance of understanding, to the acknowledgement of the mystery of God, and of the Father, and of Christ;
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	3	In whom are hid all the treasures of wisdom and knowledge.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	4	And this I say, lest any man should beguile you with enticing words.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	5	For though I be absent in the flesh, yet am I with you in the spirit, joying and beholding your order, and the stedfastness of your faith in Christ.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	6	As ye have therefore received Christ Jesus the Lord, so walk ye in him:
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	7	Rooted and built up in him, and stablished in the faith, as ye have been taught, abounding therein with thanksgiving.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	8	Beware lest any man spoil you through philosophy and vain deceit, after the tradition of men, after the rudiments of the world, and not after Christ.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	9	For in him dwelleth all the fulness of the Godhead bodily.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	10	And ye are complete in him, which is the head of all principality and power:
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	11	In whom also ye are circumcised with the circumcision made without hands, in putting off the body of the sins of the flesh by the circumcision of Christ:
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	12	Buried with him in baptism, wherein also ye are risen with him through the faith of the operation of God, who hath raised him from the dead.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	13	And you, being dead in your sins and the uncircumcision of your flesh, hath he quickened together with him, having forgiven you all trespasses;
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	14	Blotting out the handwriting of ordinances that was against us, which was contrary to us, and took it out of the way, nailing it to his cross;
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	15	And having spoiled principalities and powers, he made a shew of them openly, triumphing over them in it.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	16	Let no man therefore judge you in meat, or in drink, or in respect of an holyday, or of the new moon, or of the sabbath days:
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	17	Which are a shadow of things to come; but the body is of Christ.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	18	Let no man beguile you of your reward in a voluntary humility and worshipping of angels, intruding into those things which he hath not seen, vainly puffed up by his fleshly mind,
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	19	And not holding the Head, from which all the body by joints and bands having nourishment ministered, and knit together, increaseth with the increase of God.
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	20	Wherefore if ye be dead with Christ from the rudiments of the world, why, as though living in the world, are ye subject to ordinances,
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	21	(Touch not; taste not; handle not;
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	22	Which all are to perish with the using;) after the commandments and doctrines of men?
1	KJV	The Epistle of Paul the Apostle to the Colossians	2	23	Which things have indeed a shew of wisdom in will worship, and humility, and neglecting of the body: not in any honour to the satisfying of the flesh.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	1	If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	2	Set your affection on things above, not on things on the earth.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	3	For ye are dead, and your life is hid with Christ in God.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	4	When Christ, who is our life, shall appear, then shall ye also appear with him in glory.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	5	Mortify therefore your members which are upon the earth; fornication, uncleanness, inordinate affection, evil concupiscence, and covetousness, which is idolatry:
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	6	For which things’ sake the wrath of God cometh on the children of disobedience:
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	7	In the which ye also walked some time, when ye lived in them.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	8	But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	9	Lie not one to another, seeing that ye have put off the old man with his deeds;
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	10	And have put on the new man, which is renewed in knowledge after the image of him that created him:
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	11	Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond nor free: but Christ is all, and in all.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	12	Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	13	Forbearing one another, and forgiving one another, if any man have a quarrel against any: even as Christ forgave you, so also do ye.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	14	And above all these things put on charity, which is the bond of perfectness.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	15	And let the peace of God rule in your hearts, to the which also ye are called in one body; and be ye thankful.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	16	Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	17	And whatsoever ye do in word or deed, do all in the name of the Lord Jesus, giving thanks to God and the Father by him.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	18	Wives, submit yourselves unto your own husbands, as it is fit in the Lord.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	19	Husbands, love your wives, and be not bitter against them.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	20	Children, obey your parents in all things: for this is well pleasing unto the Lord.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	21	Fathers, provoke not your children to anger, lest they be discouraged.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	22	Servants, obey in all things your masters according to the flesh; not with eyeservice, as menpleasers; but in singleness of heart, fearing God;
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	23	And whatsoever ye do, do it heartily, as to the Lord, and not unto men;
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	24	Knowing that of the Lord ye shall receive the reward of the inheritance: for ye serve the Lord Christ.
1	KJV	The Epistle of Paul the Apostle to the Colossians	3	25	But he that doeth wrong shall receive for the wrong which he hath done: and there is no respect of persons.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	1	Masters, give unto your servants that which is just and equal; knowing that ye also have a Master in heaven.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	2	Continue in prayer, and watch in the same with thanksgiving;
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	3	Withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ, for which I am also in bonds:
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	4	That I may make it manifest, as I ought to speak.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	5	Walk in wisdom toward them that are without, redeeming the time.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	6	Let your speech be alway with grace, seasoned with salt, that ye may know how ye ought to answer every man.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	7	All my state shall Tychicus declare unto you, who is a beloved brother, and a faithful minister and fellowservant in the Lord:
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	8	Whom I have sent unto you for the same purpose, that he might know your estate, and comfort your hearts;
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	9	With Onesimus, a faithful and beloved brother, who is one of you. They shall make known unto you all things which are done here.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	10	Aristarchus my fellowprisoner saluteth you, and Marcus, sister’s son to Barnabas, (touching whom ye received commandments: if he come unto you, receive him;)
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	11	And Jesus, which is called Justus, who are of the circumcision. These only are my fellowworkers unto the kingdom of God, which have been a comfort unto me.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	12	Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	13	For I bear him record, that he hath a great zeal for you, and them that are in Laodicea, and them in Hierapolis.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	14	Luke, the beloved physician, and Demas, greet you.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	15	Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	16	And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the epistle from Laodicea.
1	KJV	The Epistle of Paul the Apostle to the Colossians	4	17	And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.
