The Gospel According to Saint Matthew	5:9	Blessed are the peacemakers: for they shall be called the childre
The Gospel According to Saint Matthew	5:10	Blessed are they which are persecuted for righteousness’ sake
The Gospel According to Saint Matthew	5:11	Blessed are ye, when men shall revile you, and persecute you, an
The Gospel According to Saint Matthew	5:12	Rejoice, and be exceeding glad: for great is your reward i
The Gospel According to Saint Matthew	5:13	Ye are the salt of the earth: but if the salt have lost hi
The Gospel According to Saint Matthew	5:14	Ye are the light of the world. A city that is set on an hil
The Gospel According to Saint Matthew	5:15	Neither do men light a candle, and put it under a bushel, but o
The Gospel According to Saint Matthew	5:16	Let your light so shine before men, that they may see your goo
The Gospel According to Saint Matthew	5:17	Think not that I am come to destroy the law, or the prophets: 
The Gospel According to Saint Matthew	5:18	For verily I say unto you, Till heaven and earth pass, one jot o
The Gospel According to Saint Matthew	5:19	Whosoever therefore shall break one of these least commandments
The Gospel According to Saint Matthew	5:20	For I say unto you, That except your righteousness shall excee
The Gospel According to Saint Matthew	5:21	Ye have heard that it was said by them of old time, Thou shal
The Gospel According to Saint Matthew	5:22	But I say unto you, That whosoever is angry with his brothe
The Gospel According to Saint Matthew	5:23	Therefore if thou bring thy gift to the altar, and ther
The Gospel According to Saint Matthew	5:25	Agree with thine adversary quickly, whiles thou art in the wa
The Gospel According to Saint Matthew	5:26	Verily I say unto thee, Thou shalt by no means come out thence
The Gospel According to Saint Matthew	5:27	Ye have heard that it was said by them of old time, Thou shal
The Gospel According to Saint Matthew	5:29	And if thy right eye offend thee, pluck it out, and cast it fro
The Gospel According to Saint Matthew	5:30	And if thy right hand offend thee, cut it off, and cast it fro
The Gospel According to Saint Matthew	5:31	It hath been said, Whosoever shall put away his wife, let hi
The Gospel According to Saint Matthew	5:33	Again, ye have heard that it hath been said by them of old time
The Gospel According to Saint Matthew	5:36	Neither shalt thou swear by thy head, because thou canst not mak
The Gospel According to Saint Matthew	5:37	But let your communication be, Yea, yea; Nay, nay: for whatsoeve
The Gospel According to Saint Matthew	5:38	Ye have heard that it hath been said, An eye for an eye, and 
The Gospel According to Saint Matthew	5:40	And if any man will sue thee at the law, and take away thy coat
The Gospel According to Saint Matthew	5:41	And whosoever shall compel thee to go a mile, go with him twain
The Gospel According to Saint Matthew	5:42	Give to him that asketh thee, and from him that would borrow o
The Gospel According to Saint Matthew	5:43	Ye have heard that it hath been said, Thou shalt love th
The Gospel According to Saint Matthew	5:44	But I say unto you, Love your enemies, bless them that curse you
The Gospel According to Saint Matthew	5:46	For if ye love them which love you, what reward have ye? do no
The Gospel According to Saint Matthew	6:1	Take heed that ye do not your alms before men, to be seen of them
The Gospel According to Saint Matthew	6:2	Therefore when thou doest thine alms, do not sound a trumpe
The Gospel According to Saint Matthew	6:3	But when thou doest alms, let not thy left hand know what th
The Gospel According to Saint Matthew	6:5	And when thou prayest, thou shalt not be as the hypocrites are
The Gospel According to Saint Matthew	6:6	But thou, when thou prayest, enter into thy closet, and when tho
The Gospel According to Saint Matthew	6:7	But when ye pray, use not vain repetitions, as the heathen do: fo
The Gospel According to Saint Matthew	6:8	Be not ye therefore like unto them: for your Father knoweth wha
The Gospel According to Saint Matthew	6:9	After this manner therefore pray ye: Our Father which art i
The Gospel According to Saint Matthew	6:10	Thy kingdom come, Thy will be done in earth, as it is in heaven
The Gospel According to Saint Matthew	6:11	Give us this day our daily bread
The Gospel According to Saint Matthew	6:12	And forgive us our debts, as we forgive our debtors
The Gospel According to Saint Matthew	6:13	And lead us not into temptation, but deliver us from evil: Fo
The Gospel According to Saint Matthew	6:14	For if ye forgive men their trespasses, your heavenly Father wil
The Gospel According to Saint Matthew	6:16	Moreover when ye fast, be not, as the hypocrites, of a sa
The Gospel According to Saint Matthew	6:17	But thou, when thou fastest, anoint thine head, and wash th
The Gospel According to Saint Matthew	6:19	Lay not up for yourselves treasures upon earth, where moth an
The Gospel According to Saint Matthew	6:22	The light of the body is the eye: if therefore thine eye b
The Gospel According to Saint Matthew	6:23	But if thine eye be evil, thy whole body shall be full o
The Gospel According to Saint Matthew	6:25	Therefore I say unto you, Take no thought for your life, what y
The Gospel According to Saint Matthew	6:30	Wherefore, if God so clothe the grass of the field, which to da
The Gospel According to Saint Matthew	6:33	But seek ye first the kingdom of God, and his righteousness; an
The Gospel According to Saint Matthew	6:34	Take therefore no thought for the morrow: for the morrow shal
The Gospel According to Saint Matthew	7:1	Judge not, that ye be not judged
The Gospel According to Saint Matthew	7:2	For with what judgment ye judge, ye shall be judged: and with wha
The Gospel According to Saint Matthew	7:3	And why beholdest thou the mote that is in thy brother’s eye, bu
The Gospel According to Saint Matthew	7:6	Give not that which is holy unto the dogs, neither cast ye you
The Gospel According to Saint Matthew	7:7	Ask, and it shall be given you; seek, and ye shall find; knock
The Gospel According to Saint Matthew	7:9	Or what man is there of you, whom if his son ask bread, will h
The Gospel According to Saint Matthew	7:13	Enter ye in at the strait gate: for wide is the gate, and broa
The Gospel According to Saint Matthew	7:15	Beware of false prophets, which come to you in sheep’s clothing
The Gospel According to Saint Matthew	7:16	Ye shall know them by their fruits. Do men gather grapes o
The Gospel According to Saint Matthew	7:18	A good tree cannot bring forth evil fruit, neither can a corrup
The Gospel According to Saint Matthew	7:19	Every tree that bringeth not forth good fruit is hewn down, an
The Gospel According to Saint Matthew	7:20	Wherefore by their fruits ye shall know them
The Gospel According to Saint Matthew	7:21	Not every one that saith unto me, Lord, Lord, shall enter int
The Gospel According to Saint Matthew	7:22	Many will say to me in that day, Lord, Lord, have we no
The Gospel According to Saint Matthew	7:24	Therefore whosoever heareth these sayings of mine, and doet
The Gospel According to Saint Matthew	7:26	And every one that heareth these sayings of mine, and doeth the
The Gospel According to Saint Matthew	7:28	And it came to pass, when Jesus had ended these sayings, th
The Gospel According to Saint Matthew	8:1	When he was come down from the mountain, great multitudes followe
The Gospel According to Saint Matthew	8:2	And, behold, there came a leper and worshipped him, saying, Lord
The Gospel According to Saint Matthew	8:3	And Jesus put forth his hand, and touched him, saying, I will; b
The Gospel According to Saint Matthew	8:4	And Jesus saith unto him, See thou tell no man; but go thy way
The Gospel According to Saint Matthew	8:5	And when Jesus was entered into Capernaum, there came unto him 
The Gospel According to Saint Matthew	8:7	And Jesus saith unto him, I will come and heal him
The Gospel According to Saint Matthew	8:8	The centurion answered and said, Lord, I am not worthy that tho
The Gospel According to Saint Matthew	8:9	For I am a man under authority, having soldiers under me: and 
The Gospel According to Saint Matthew	8:10	When Jesus heard it, he marvelled, and said to them tha
The Gospel According to Saint Matthew	8:11	And I say unto you, That many shall come from the east and west
The Gospel According to Saint Matthew	8:12	But the children of the kingdom shall be cast out into oute
The Gospel According to Saint Matthew	8:13	And Jesus said unto the centurion, Go thy way; and as thou has
The Gospel According to Saint Matthew	8:14	And when Jesus was come into Peter’s house, he saw his wife’
The Gospel According to Saint Matthew	8:15	And he touched her hand, and the fever left her: and she arose
The Gospel According to Saint Matthew	8:16	When the even was come, they brought unto him many that wer
The Gospel According to Saint Matthew	8:18	Now when Jesus saw great multitudes about him, he gav
The Gospel According to Saint Matthew	8:19	And a certain scribe came, and said unto him, Master, I wil
The Gospel According to Saint Matthew	8:20	And Jesus saith unto him, The foxes have holes, and the birds o
The Gospel According to Saint Matthew	8:21	And another of his disciples said unto him, Lord, suffer me firs
The Gospel According to Saint Matthew	8:22	But Jesus said unto him, Follow me; and let the dead bury thei
The Gospel According to Saint Matthew	8:23	And when he was entered into a ship, his disciples followed him
The Gospel According to Saint Matthew	8:24	And, behold, there arose a great tempest in the sea, insomuc
The Gospel According to Saint Matthew	8:25	And his disciples came to him, and awoke him, saying, Lord, sav
The Gospel According to Saint Matthew	8:26	And he saith unto them, Why are ye fearful, O ye of little faith
The Gospel According to Saint Matthew	8:27	But the men marvelled, saying, What manner of man is this, tha
The Gospel According to Saint Matthew	8:29	And, behold, they cried out, saying, What have we to do wit
The Gospel According to Saint Matthew	8:31	So the devils besought him, saying, If thou cast us out, suffe
The Gospel According to Saint Matthew	8:32	And he said unto them, Go. And when they were come out, they wen
The Gospel According to Saint Matthew	8:33	And they that kept them fled, and went their ways into the city
The Gospel According to Saint Matthew	8:34	And, behold, the whole city came out to meet Jesus: and when the
The Gospel According to Saint Matthew	9:1	And he entered into a ship, and passed over, and came into his ow
The Gospel According to Saint Matthew	9:2	And, behold, they brought to him a man sick of the palsy, lying o
The Gospel According to Saint Matthew	9:3	And, behold, certain of the scribes said within themselves, Thi
The Gospel According to Saint Matthew	9:4	And Jesus knowing their thoughts said, Wherefore think ye evil i
The Gospel According to Saint Matthew	9:7	And he arose, and departed to his house
The Gospel According to Saint Matthew	9:8	But when the multitudes saw it, they marvelled, and glorified God
The Gospel According to Saint Matthew	9:9	And as Jesus passed forth from thence, he saw a man, name
The Gospel According to Saint Matthew	9:10	And it came to pass, as Jesus sat at meat in the house, behold
The Gospel According to Saint Matthew	9:11	And when the Pharisees saw it, they said unto his disciples, Wh
The Gospel According to Saint Matthew	9:13	But go ye and learn what that meaneth, I will have mercy, and no
The Gospel According to Saint Matthew	9:14	Then came to him the disciples of John, saying, Why do we and th
The Gospel According to Saint Matthew	9:16	No man putteth a piece of new cloth unto an old garment, for tha
The Gospel According to Saint Matthew	9:17	Neither do men put new wine into old bottles: else the bottle
The Gospel According to Saint Matthew	9:18	While he spake these things unto them, behold, there came 
The Gospel According to Saint Matthew	9:19	And Jesus arose, and followed him, and so did his disciples
The Gospel According to Saint Matthew	9:20	And, behold, a woman, which was diseased with an issue of bloo
The Gospel According to Saint Matthew	9:21	For she said within herself, If I may but touch his garment, 
The Gospel According to Saint Matthew	9:22	But Jesus turned him about, and when he saw her, he said
The Gospel According to Saint Matthew	9:23	And when Jesus came into the ruler’s house, and saw the minstrel
The Gospel According to Saint Matthew	9:25	But when the people were put forth, he went in, and took her b
The Gospel According to Saint Matthew	9:26	And the fame hereof went abroad into all that land
The Gospel According to Saint Matthew	9:27	And when Jesus departed thence, two blind men followed him
The Gospel According to Saint Matthew	9:28	And when he was come into the house, the blind men came to him
The Gospel According to Saint Matthew	9:29	Then touched he their eyes, saying, According to your faith be i
The Gospel According to Saint Matthew	9:30	And their eyes were opened; and Jesus straitly charged them
The Gospel According to Saint Matthew	9:31	But they, when they were departed, spread abroad his fame in al
The Gospel According to Saint Matthew	9:32	As they went out, behold, they brought to him a dumb ma
The Gospel According to Saint Matthew	9:33	And when the devil was cast out, the dumb spake: and th
The Gospel According to Saint Matthew	9:34	But the Pharisees said, He casteth out devils through the princ
The Gospel According to Saint Matthew	9:35	And Jesus went about all the cities and villages, teaching i
The Gospel According to Saint Matthew	9:36	But when he saw the multitudes, he was moved with compassion o
The Gospel According to Saint Matthew	9:37	Then saith he unto his disciples, The harvest truly is plenteous
The Gospel According to Saint Matthew	10:1	And when he had called unto him his twelve disciples, he gav
The Gospel According to Saint Matthew	10:2	Now the names of the twelve apostles are these; The first, Simon
The Gospel According to Saint Matthew	10:5	These twelve Jesus sent forth, and commanded them, saying, Go no
The Gospel According to Saint Matthew	10:7	And as ye go, preach, saying, The kingdom of heaven is at hand
The Gospel According to Saint Matthew	10:8	Heal the sick, cleanse the lepers, raise the dead, cast ou
The Gospel According to Saint Matthew	10:9	Provide neither gold, nor silver, nor brass in your purses, 10:1
The Gospel According to Saint Matthew	10:11	And into whatsoever city or town ye shall enter, enquire who i
The Gospel According to Saint Matthew	10:12	And when ye come into an house, salute it
The Gospel According to Saint Matthew	10:13	And if the house be worthy, let your peace come upon it: but i
The Gospel According to Saint Matthew	10:14	And whosoever shall not receive you, nor hear your words, whe
The Gospel According to Saint Matthew	10:15	Verily I say unto you, It shall be more tolerable for the lan
The Gospel According to Saint Matthew	10:16	Behold, I send you forth as sheep in the midst of wolves: be y
The Gospel According to Saint Matthew	10:17	But beware of men: for they will deliver you up to the councils
The Gospel According to Saint Matthew	10:19	But when they deliver you up, take no thought how or what y
The Gospel According to Saint Matthew	10:20	For it is not ye that speak, but the Spirit of your Father whic
The Gospel According to Saint Matthew	10:21	And the brother shall deliver up the brother to death, and th
The Gospel According to Saint Matthew	10:22	And ye shall be hated of all men for my name’s sake: but he tha
The Gospel According to Saint Matthew	10:23	But when they persecute you in this city, flee ye into another
The Gospel According to Saint Matthew	10:24	The disciple is not above his master, nor the servant above hi
The Gospel According to Saint Matthew	10:25	It is enough for the disciple that he be as his master, and th
The Gospel According to Saint Matthew	10:27	What I tell you in darkness, that speak ye in light: and what y
The Gospel According to Saint Matthew	10:28	And fear not them which kill the body, but are not able to kil
The Gospel According to Saint Matthew	10:29	Are not two sparrows sold for a farthing? and one of them shal
The Gospel According to Saint Matthew	10:30	But the very hairs of your head are all numbered
The Gospel According to Saint Matthew	10:31	Fear ye not therefore, ye are of more value than many sparrows
The Gospel According to Saint Matthew	10:32	Whosoever therefore shall confess me before men, him will 
The Gospel According to Saint Matthew	10:33	But whosoever shall deny me before men, him will I also den
The Gospel According to Saint Matthew	10:34	Think not that I am come to send peace on earth: I came not t
The Gospel According to Saint Matthew	10:35	For I am come to set a man at variance against his father, an
The Gospel According to Saint Matthew	10:36	And a man’s foes shall be they of his own household
The Gospel According to Saint Matthew	10:37	He that loveth father or mother more than me is not worthy o
The Gospel According to Saint Matthew	10:38	And he that taketh not his cross, and followeth after me, is no
The Gospel According to Saint Matthew	10:39	He that findeth his life shall lose it: and he that loseth hi
The Gospel According to Saint Matthew	10:40	He that receiveth you receiveth me, and he that receiveth m
The Gospel According to Saint Matthew	10:41	He that receiveth a prophet in the name of a prophet shal
The Gospel According to Saint Matthew	10:42	And whosoever shall give to drink unto one of these little one
The Gospel According to Saint Matthew	11:1	And it came to pass, when Jesus had made an end of commanding hi
The Gospel According to Saint Matthew	11:2	Now when John had heard in the prison the works of Christ, h
The Gospel According to Saint Matthew	11:6	And blessed is he, whosoever shall not be offended in me
The Gospel According to Saint Matthew	11:7	And as they departed, Jesus began to say unto the multitude
The Gospel According to Saint Matthew	11:9	But what went ye out for to see? A prophet? yea, I say unto you
The Gospel According to Saint Matthew	11:10	For this is he, of whom it is written, Behold, I send m
The Gospel According to Saint Matthew	11:11	Verily I say unto you, Among them that are born of women ther
The Gospel According to Saint Matthew	11:12	And from the days of John the Baptist until now the kingdom o
The Gospel According to Saint Matthew	11:13	For all the prophets and the law prophesied until John
The Gospel According to Saint Matthew	11:14	And if ye will receive it, this is Elias, which was for to come
The Gospel According to Saint Matthew	11:15	He that hath ears to hear, let him hear
The Gospel According to Saint Matthew	11:16	But whereunto shall I liken this generation? It is like unt
The Gospel According to Saint Matthew	11:18	For John came neither eating nor drinking, and they say, He hat
The Gospel According to Saint Matthew	11:19	The Son of man came eating and drinking, and they say, Behold 
The Gospel According to Saint Matthew	11:20	Then began he to upbraid the cities wherein most of his might
The Gospel According to Saint Matthew	11:22	But I say unto you, It shall be more tolerable for Tyre an
The Gospel According to Saint Matthew	11:23	And thou, Capernaum, which art exalted unto heaven, shalt b
The Gospel According to Saint Matthew	11:24	But I say unto you, That it shall be more tolerable for the lan
The Gospel According to Saint Matthew	11:25	At that time Jesus answered and said, I thank thee, O Father
The Gospel According to Saint Matthew	11:26	Even so, Father: for so it seemed good in thy sight
The Gospel According to Saint Matthew	11:27	All things are delivered unto me of my Father: and no ma
The Gospel According to Saint Matthew	11:28	Come unto me, all ye that labour and are heavy laden, and I wil
The Gospel According to Saint Matthew	11:29	Take my yoke upon you, and learn of me; for I am meek and lowl
The Gospel According to Saint Matthew	11:30	For my yoke is easy, and my burden is light
The Gospel According to Saint Matthew	12:1	At that time Jesus went on the sabbath day through the corn; an
The Gospel According to Saint Matthew	12:2	But when the Pharisees saw it, they said unto him, Behold, th
The Gospel According to Saint Matthew	12:3	But he said unto them, Have ye not read what David did, when h
The Gospel According to Saint Matthew	12:6	But I say unto you, That in this place is one greater than th
The Gospel According to Saint Matthew	12:7	But if ye had known what this meaneth, I will have mercy, and no
The Gospel According to Saint Matthew	12:8	For the Son of man is Lord even of the sabbath day
The Gospel According to Saint Matthew	12:9	And when he was departed thence, he went into their synagogue
The Gospel According to Saint Matthew	12:10	And, behold, there was a man which had his hand withered. An
The Gospel According to Saint Matthew	12:11	And he said unto them, What man shall there be among you, tha
The Gospel According to Saint Matthew	12:13	Then saith he to the man, Stretch forth thine hand. And h
The Gospel According to Saint Matthew	12:14	Then the Pharisees went out, and held a council against him, ho
The Gospel According to Saint Matthew	12:15	But when Jesus knew it, he withdrew himself from thence: an
The Gospel According to Saint Matthew	12:19	He shall not strive, nor cry; neither shall any man hear hi
The Gospel According to Saint Matthew	12:20	A bruised reed shall he not break, and smoking flax shall he no
The Gospel According to Saint Matthew	12:21	And in his name shall the Gentiles trust
The Gospel According to Saint Matthew	12:22	Then was brought unto him one possessed with a devil, blind, an
The Gospel According to Saint Matthew	12:23	And all the people were amazed, and said, Is not this the son o
The Gospel According to Saint Matthew	12:25	And Jesus knew their thoughts, and said unto them, Every kingdo
The Gospel According to Saint Matthew	12:28	But if I cast out devils by the Spirit of God, then the kingdo
The Gospel According to Saint Matthew	12:29	Or else how can one enter into a strong man’s house, and spoi
The Gospel According to Saint Matthew	12:30	He that is not with me is against me; and he that gathereth no
The Gospel According to Saint Matthew	12:31	Wherefore I say unto you, All manner of sin and blasphemy shal
The Gospel According to Saint Matthew	12:32	And whosoever speaketh a word against the Son of man, it shal
The Gospel According to Saint Matthew	12:33	Either make the tree good, and his fruit good; or else make th
The Gospel According to Saint Matthew	12:34	O generation of vipers, how can ye, being evil, speak goo
The Gospel According to Saint Matthew	12:35	A good man out of the good treasure of the heart bringeth fort
The Gospel According to Saint Matthew	12:36	But I say unto you, That every idle word that men shall speak
The Gospel According to Saint Matthew	12:37	For by thy words thou shalt be justified, and by thy words tho
The Gospel According to Saint Matthew	12:38	Then certain of the scribes and of the Pharisees answered
The Gospel According to Saint Matthew	12:39	But he answered and said unto them, An evil and adulterou
The Gospel According to Saint Matthew	12:41	The men of Nineveh shall rise in judgment with this generation
The Gospel According to Saint Matthew	12:42	The queen of the south shall rise up in the judgment with thi
The Gospel According to Saint Matthew	12:43	When the unclean spirit is gone out of a man, he walketh throug
The Gospel According to Saint Matthew	12:44	Then he saith, I will return into my house from whence I cam
The Gospel According to Saint Matthew	12:45	Then goeth he, and taketh with himself seven other spirits mor
The Gospel According to Saint Matthew	12:46	While he yet talked to the people, behold, his mother and hi
The Gospel According to Saint Matthew	12:47	Then one said unto him, Behold, thy mother and thy brethre
The Gospel According to Saint Matthew	12:48	But he answered and said unto him that told him, Who is m
The Gospel According to Saint Matthew	12:50	For whosoever shall do the will of my Father which is in heaven
The Gospel According to Saint Matthew	13:1	The same day went Jesus out of the house, and sat by the se
The Gospel According to Saint Matthew	13:2	And great multitudes were gathered together unto him, so that h
The Gospel According to Saint Matthew	13:3	And he spake many things unto them in parables, saying, Behold, 
The Gospel According to Saint Matthew	13:7	And some fell among thorns; and the thorns sprung up, and choke
The Gospel According to Saint Matthew	13:9	Who hath ears to hear, let him hear
The Gospel According to Saint Matthew	13:10	And the disciples came, and said unto him, Why speakest tho
The Gospel According to Saint Matthew	13:12	For whosoever hath, to him shall be given, and he shall hav
The Gospel According to Saint Matthew	13:13	Therefore speak I to them in parables: because they seeing se
The Gospel According to Saint Matthew	13:14	And in them is fulfilled the prophecy of Esaias, which saith, B
The Gospel According to Saint Matthew	13:16	But blessed are your eyes, for they see: and your ears, for the
The Gospel According to Saint Matthew	13:17	For verily I say unto you, That many prophets and righteous me
The Gospel According to Saint Matthew	13:18	Hear ye therefore the parable of the sower
The Gospel According to Saint Matthew	13:19	When any one heareth the word of the kingdom, and understandet
The Gospel According to Saint Matthew	13:20	But he that received the seed into stony places, the same is h
The Gospel According to Saint Matthew	13:22	He also that received seed among the thorns is he that hearet
The Gospel According to Saint Matthew	13:23	But he that received seed into the good ground is he tha
The Gospel According to Saint Matthew	13:24	Another parable put he forth unto them, saying, The kingdom o
The Gospel According to Saint Matthew	13:26	But when the blade was sprung up, and brought forth fruit, the
The Gospel According to Saint Matthew	13:27	So the servants of the householder came and said unto him, Sir
The Gospel According to Saint Matthew	13:30	Let both grow together until the harvest: and in the time o
The Gospel According to Saint Matthew	13:31	Another parable put he forth unto them, saying, The kingdom o
The Gospel According to Saint Matthew	13:33	Another parable spake he unto them; The kingdom of heaven i
The Gospel According to Saint Matthew	13:34	All these things spake Jesus unto the multitude in parables; an
The Gospel According to Saint Matthew	13:36	Then Jesus sent the multitude away, and went into the house: an
The Gospel According to Saint Matthew	13:37	He answered and said unto them, He that soweth the good seed i
The Gospel According to Saint Matthew	13:40	As therefore the tares are gathered and burned in the fire; s
The Gospel According to Saint Matthew	13:41	The Son of man shall send forth his angels, and they shal
The Gospel According to Saint Matthew	13:43	Then shall the righteous shine forth as the sun in the kingdo
The Gospel According to Saint Matthew	13:44	Again, the kingdom of heaven is like unto treasure hid in 
The Gospel According to Saint Matthew	13:45	Again, the kingdom of heaven is like unto a merchant man
The Gospel According to Saint Matthew	13:47	Again, the kingdom of heaven is like unto a net, that was cas
The Gospel According to Saint Matthew	13:49	So shall it be at the end of the world: the angels shall com
The Gospel According to Saint Matthew	13:51	Jesus saith unto them, Have ye understood all these things? The
The Gospel According to Saint Matthew	13:52	Then said he unto them, Therefore every scribe which i
The Gospel According to Saint Matthew	13:53	And it came to pass, that when Jesus had finished thes
The Gospel According to Saint Matthew	13:54	And when he was come into his own country, he taught them i
The Gospel According to Saint Matthew	13:57	And they were offended in him. But Jesus said unto them, 
The Gospel According to Saint Matthew	13:58	And he did not many mighty works there because of thei
The Gospel According to Saint Matthew	14:1	At that time Herod the tetrarch heard of the fame of Jesus, 14:
The Gospel According to Saint Matthew	14:3	For Herod had laid hold on John, and bound him, and put him i
The Gospel According to Saint Matthew	14:4	For John said unto him, It is not lawful for thee to have her
The Gospel According to Saint Matthew	14:5	And when he would have put him to death, he feared the multitude
The Gospel According to Saint Matthew	14:6	But when Herod’s birthday was kept, the daughter of Herodia
The Gospel According to Saint Matthew	14:7	Whereupon he promised with an oath to give her whatsoever sh
The Gospel According to Saint Matthew	14:8	And she, being before instructed of her mother, said, Give m
The Gospel According to Saint Matthew	14:9	And the king was sorry: nevertheless for the oath’s sake, an
The Gospel According to Saint Matthew	14:10	And he sent, and beheaded John in the prison
The Gospel According to Saint Matthew	14:11	And his head was brought in a charger, and given to the damsel
The Gospel According to Saint Matthew	14:12	And his disciples came, and took up the body, and buried it, an
The Gospel According to Saint Matthew	14:13	When Jesus heard of it, he departed thence by ship into a deser
The Gospel According to Saint Matthew	14:14	And Jesus went forth, and saw a great multitude, and was move
The Gospel According to Saint Matthew	14:15	And when it was evening, his disciples came to him, saying, Thi
