Book	Chapter	Verse	Text	Index	Version
Colossians	1	18	He is the head of the body, the assembly, who is the beginning, the firstborn from the dead; that in all things he might have the preeminence.	1	WEB
Colossians	1	19	For all the fullness was pleased to dwell in him;	1	WEB
Colossians	1	20	and through him to reconcile all things to himself, by him, whether things on the earth, or things in the heavens, having made peace through the blood of his cross.	1	WEB
Colossians	1	21	You, being in past times alienated and enemies in your mind in your evil works,	1	WEB
Colossians	1	22	yet now he has reconciled in the body of his flesh through death, to present you holy and without blemish and blameless before him,	1	WEB
Colossians	1	23	if it is so that you continue in the faith, grounded and steadfast, and not moved away from the hope of the Good News which you heard, which is being proclaimed in all creation under heaven; of which I, Paul, was made a servant.	1	WEB
Colossians	1	24	Now I rejoice in my sufferings for your sake, and fill up on my part that which is lacking of the afflictions of Christ in my flesh for his body's sake, which is the assembly;	1	WEB
Colossians	1	25	of which I was made a servant, according to the stewardship of God which was given me toward you, to fulfill the word of God,	1	WEB
Colossians	1	26	the mystery which has been hidden for ages and generations. But now it has been revealed to his saints,	1	WEB
Colossians	1	27	to whom God was pleased to make known what are the riches of the glory of this mystery among the Gentiles, which is Christ in you, the hope of glory;	1	WEB
Colossians	1	28	whom we proclaim, admonishing every man and teaching every man in all wisdom, that we may present every man perfect in Christ Jesus;	1	WEB
Colossians	1	29	for which I also labor, striving according to his working, which works in me mightily.	1	WEB
Colossians	2	1	For I desire to have you know how greatly I struggle for you, and for those at Laodicea, and for as many as have not seen my face in the flesh;	1	WEB
Colossians	2	2	that their hearts may be comforted, they being knit together in love, and gaining all riches of the full assurance of understanding, that they may know the mystery of God, both of the Father and of Christ,	1	WEB
Colossians	2	3	in whom are all the treasures of wisdom and knowledge hidden.	1	WEB
Colossians	2	4	Now this I say that no one may delude you with persuasiveness of speech.	1	WEB
Colossians	2	5	For though I am absent in the flesh, yet am I with you in the spirit, rejoicing and seeing your order, and the steadfastness of your faith in Christ.	1	WEB
Colossians	2	6	As therefore you received Christ Jesus, the Lord, walk in him,	1	WEB
Colossians	2	7	rooted and built up in him, and established in the faith, even as you were taught, abounding in it in thanksgiving.	1	WEB
Colossians	2	8	Be careful that you don't let anyone rob you through his philosophy and vain deceit, after the tradition of men, after the elements of the world, and not after Christ.	1	WEB
Colossians	2	9	For in him all the fullness of the Godhead dwells bodily,	1	WEB
Colossians	2	10	and in him you are made full, who is the head of all principality and power;	1	WEB
Colossians	2	11	in whom you were also circumcised with a circumcision not made with hands, in the putting off of the body of the sins of the flesh, in the circumcision of Christ;	1	WEB
Colossians	2	12	having been buried with him in baptism, in which you were also raised with him through faith in the working of God, who raised him from the dead.	1	WEB
Colossians	2	13	You were dead through your trespasses and the uncircumcision of your flesh.  He made you alive together with him, having forgiven us all our trespasses,	1	WEB
Colossians	2	14	wiping out the handwriting in ordinances which was against us; and he has taken it out of the way, nailing it to the cross;	1	WEB
Colossians	2	15	having stripped the principalities and the powers, he made a show of them openly, triumphing over them in it.	1	WEB
Colossians	2	16	Let no man therefore judge you in eating, or in drinking, or with respect to a feast day or a new moon or a Sabbath day,	1	WEB
Colossians	2	17	which are a shadow of the things to come; but the body is Christ's.	1	WEB
Colossians	2	18	Let no one rob you of your prize by a voluntary humility and worshipping of the angels, dwelling in the things which he has not seen, vainly puffed up by his fleshly mind,	1	WEB
Colossians	2	19	and not holding firmly to the Head, from whom all the body, being supplied and knit together through the joints and ligaments, grows with God's growth.	1	WEB
Colossians	2	20	If you died with Christ from the elements of the world, why, as though living in the world, do you subject yourselves to ordinances,	1	WEB
Colossians	2	21	Don't handle, nor taste, nor touch	1	WEB
Colossians	2	22	(all of which perish with use), according to the precepts and doctrines of men?	1	WEB
Colossians	2	23	Which things indeed appear like wisdom in self-imposed worship, and humility, and severity to the body; but aren't of any value against the indulgence of the flesh.	1	WEB
Colossians	3	1	If then you were raised together with Christ, seek the things that are above, where Christ is, seated on the right hand of God.	1	WEB
Colossians	3	2	Set your mind on the things that are above, not on the things that are on the earth.	1	WEB
Colossians	3	3	For you died, and your life is hidden with Christ in God.	1	WEB
Colossians	3	4	When Christ, our life, is revealed, then you will also be revealed with him in glory.	1	WEB
Colossians	3	5	Put to death therefore your members which are on the earth: sexual immorality, uncleanness, depraved passion, evil desire, and covetousness, which is idolatry;	1	WEB
Colossians	3	6	for which things' sake the wrath of God comes on the children of disobedience.	1	WEB
Colossians	3	7	You also once walked in those, when you lived in them;	1	WEB
Colossians	3	8	but now you also put them all away:  anger, wrath, malice, slander, and shameful speaking out of your mouth.	1	WEB
Colossians	3	9	Don't lie to one another, seeing that you have put off the old man with his doings,	1	WEB
Colossians	3	10	and have put on the new man, who is being renewed in knowledge after the image of his Creator,	1	WEB
Colossians	3	11	where there can't be Greek and Jew, circumcision and uncircumcision, barbarian, Scythian, bondservant, freeman; but Christ is all, and in all.	1	WEB
Colossians	3	12	Put on therefore, as God's chosen ones, holy and beloved, a heart of compassion, kindness, lowliness, humility, and perseverance;	1	WEB
Colossians	3	13	bearing with one another, and forgiving each other, if any man has a complaint against any; even as Christ forgave you, so you also do.	1	WEB
Colossians	3	14	Above all these things, walk in love, which is the bond of perfection.	1	WEB
Colossians	3	15	And let the peace of God rule in your hearts, to which also you were called in one body; and be thankful.	1	WEB
Colossians	3	16	Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms, hymns, and spiritual songs, singing with grace in your heart to the Lord.	1	WEB
Colossians	3	17	Whatever you do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father, through him.	1	WEB
Colossians	3	18	Wives, be in subjection to your husbands, as is fitting in the Lord.	1	WEB
Colossians	3	19	Husbands, love your wives, and don't be bitter against them.	1	WEB
Colossians	3	20	Children, obey your parents in all things, for this pleases the Lord.	1	WEB
Colossians	3	21	Fathers, don't provoke your children, so that they won't be discouraged.	1	WEB
Colossians	3	22	Servants, obey in all things those who are your masters according to the flesh, not just when they are looking, as men pleasers, but in singleness of heart, fearing God.	1	WEB
Colossians	3	23	And whatever you do, work heartily, as for the Lord, and not for men,	1	WEB
Colossians	3	24	knowing that from the Lord you will receive the reward of the inheritance; for you serve the Lord Christ.	1	WEB
Colossians	3	25	But he who does wrong will receive again for the wrong that he has done, and there is no partiality.	1	WEB
Colossians	4	1	Masters, give to your servants that which is just and equal, knowing that you also have a Master in heaven.	1	WEB
Colossians	4	2	Continue steadfastly in prayer, watching therein with thanksgiving;	1	WEB
Colossians	4	3	praying together for us also, that God may open to us a door for the word, to speak the mystery of Christ, for which I am also in bonds;	1	WEB
Colossians	4	4	that I may reveal it as I ought to speak.	1	WEB
Colossians	4	5	Walk in wisdom toward those who are outside, redeeming the time.	1	WEB
Colossians	4	6	Let your speech always be with grace, seasoned with salt, that you may know how you ought to answer each one.	1	WEB
Colossians	4	7	All my affairs will be made known to you by Tychicus, the beloved brother, faithful servant, and fellow bondservant in the Lord.	1	WEB
Colossians	4	8	I am sending him to you for this very purpose, that he may know your circumstances and comfort your hearts,	1	WEB
Colossians	4	9	together with Onesimus, the faithful and beloved brother, who is one of you.  They will make known to you everything that is going on here.	1	WEB
Colossians	4	10	Aristarchus, my fellow prisoner greets you, and Mark, the cousin of Barnabas (concerning whom you received commandments, if he comes to you, receive him),	1	WEB
Colossians	4	11	and Jesus who is called Justus, who are of the circumcision. These are my only fellow workers for the Kingdom of God, men who have been a comfort to me.	1	WEB
Colossians	4	12	Epaphras, who is one of you, a servant of Christ, salutes you, always striving for you in his prayers, that you may stand perfect and complete in all the will of God.	1	WEB
Colossians	4	13	For I testify about him, that he has great zeal for you, and for those in Laodicea, and for those in Hierapolis.	1	WEB
Colossians	4	14	Luke, the beloved physician, and Demas greet you.	1	WEB
Colossians	4	15	Greet the brothers who are in Laodicea, and Nymphas, and the assembly that is in his house.	1	WEB
Colossians	4	16	When this letter has been read among you, cause it to be read also in the assembly of the Laodiceans; and that you also read the letter from Laodicea.	1	WEB
Colossians	4	17	Tell Archippus, Take heed to the ministry which you have received in the Lord, that you fulfill it.	1	WEB
Ephesians	6	18	The grace of our Lord Jesus Christ be with your spirit, brothers.  Amen.	2	WEB
Ephesians	1	1	Paul, an apostle of Christ Jesus through the will of God, to the saints who are at Ephesus, and the faithful in Christ Jesus:	2	WEB
Ephesians	1	2	Grace to you and peace from God our Father and the Lord Jesus Christ.	2	WEB
Ephesians	1	3	Blessed be the God and Father of our Lord Jesus Christ, who has blessed us with every spiritual blessing in the heavenly places in Christ;	2	WEB
Ephesians	1	4	even as he chose us in him before the foundation of the world, that we would be holy and without blemish before him in love;	2	WEB
Ephesians	1	5	having predestined us for adoption as children through Jesus Christ to himself, according to the good pleasure of his desire,	2	WEB
Ephesians	1	6	to the praise of the glory of his grace, by which he freely bestowed favor on us in the Beloved,	2	WEB
Ephesians	1	7	in whom we have our redemption through his blood, the forgiveness of our trespasses, according to the riches of his grace,	2	WEB
Ephesians	1	8	which he made to abound toward us in all wisdom and prudence,	2	WEB
Ephesians	1	9	making known to us the mystery of his will, according to his good pleasure which he purposed in him	2	WEB
Ephesians	1	10	to an administration of the fullness of the times, to sum up all things in Christ, the things in the heavens, and the things on the earth, in him;	2	WEB
Ephesians	1	11	in whom also we were assigned an inheritance, having been foreordained according to the purpose of him who works all things after the counsel of his will;	2	WEB
Ephesians	1	12	to the end that we should be to the praise of his glory, we who had before hoped in Christ:	2	WEB
Ephesians	1	13	in whom you also, having heard the word of the truth, the Good News of your salvation,--in whom, having also believed, you were sealed with the Holy Spirit of promise,	2	WEB
Ephesians	1	14	who is a pledge of our inheritance, to the redemption of God's own possession, to the praise of his glory.	2	WEB
Ephesians	1	15	For this cause I also, having heard of the faith in the Lord Jesus which is among you, and the love which you have toward all the saints,	2	WEB
Ephesians	1	16	don't cease to give thanks for you, making mention of you in my prayers,	2	WEB
Ephesians	1	17	that the God of our Lord Jesus Christ, the Father of glory, may give to you a spirit of wisdom and revelation in the knowledge of him;	2	WEB
Ephesians	1	18	having the eyes of your hearts{TR reads understanding instead of hearts} enlightened, that you may know what is the hope of his calling, and what are the riches of the glory of his inheritance in the saints,	2	WEB
Ephesians	1	19	and what is the exceeding greatness of his power toward us who believe, according to that working of the strength of his might	2	WEB
Ephesians	1	20	which he worked in Christ, when he raised him from the dead, and made him to sit at his right hand in the heavenly places,	2	WEB
Ephesians	1	21	far above all rule, and authority, and power, and dominion, and every name that is named, not only in this age, but also in that which is to come.	2	WEB
Ephesians	1	22	He put all things in subjection under his feet, and gave him to be head over all things for the assembly,	2	WEB
Ephesians	1	23	which is his body, the fullness of him who fills all in all.	2	WEB
Ephesians	2	1	You were made alive when you were dead in transgressions and sins,	2	WEB
Ephesians	2	2	in which you once walked according to the course of this world, according to the prince of the powers of the air, the spirit who now works in the children of disobedience;	2	WEB
Ephesians	2	3	among whom we also all once lived in the lust of our flesh, doing the desires of the flesh and of the mind, and were by nature children of wrath, even as the rest.	2	WEB
Ephesians	2	4	But God, being rich in mercy, for his great love with which he loved us,	2	WEB
Ephesians	2	5	even when we were dead through our trespasses, made us alive together with Christ (by grace you have been saved),	2	WEB
Ephesians	2	6	and raised us up with him, and made us to sit with him in the heavenly places in Christ Jesus,	2	WEB
Ephesians	2	7	that in the ages to come he might show the exceeding riches of his grace in kindness toward us in Christ Jesus;	2	WEB
Ephesians	2	8	for by grace you have been saved through faith, and that not of yourselves; it is the gift of God,	2	WEB
Ephesians	2	9	not of works, that no one would boast.	2	WEB
Ephesians	2	10	For we are his workmanship, created in Christ Jesus for good works, which God prepared before that we would walk in them.	2	WEB
Ephesians	2	11	Therefore remember that once you, the Gentiles in the flesh, who are called uncircumcision by that which is called circumcision, (in the flesh, made by hands);	2	WEB
Ephesians	2	12	that you were at that time separate from Christ, alienated from the commonwealth of Israel, and strangers from the covenants of the promise, having no hope and without God in the world.	2	WEB
Ephesians	2	13	But now in Christ Jesus you who once were far off are made near in the blood of Christ.	2	WEB
Ephesians	2	14	For he is our peace, who made both one, and broke down the middle wall of partition,	2	WEB
Ephesians	2	15	having abolished in the flesh the hostility, the law of commandments contained in ordinances, that he might create in himself one new man of the two, making peace;	2	WEB
Ephesians	2	16	and might reconcile them both in one body to God through the cross, having killed the hostility thereby.	2	WEB
Ephesians	2	17	He came and preached peace to you who were far off and to those who were near.	2	WEB
Ephesians	2	18	For through him we both have our access in one Spirit to the Father.	2	WEB
Ephesians	2	19	So then you are no longer strangers and foreigners, but you are fellow citizens with the saints, and of the household of God,	2	WEB
Ephesians	2	20	being built on the foundation of the apostles and prophets, Christ Jesus himself being the chief cornerstone;	2	WEB
Ephesians	2	21	in whom the whole building, fitted together, grows into a holy temple in the Lord;	2	WEB
Ephesians	2	22	in whom you also are built together for a habitation of God in the Spirit.	2	WEB
Ephesians	3	1	For this cause I, Paul, am the prisoner of Christ Jesus on behalf of you Gentiles,	2	WEB
Ephesians	3	2	if it is so that you have heard of the administration of that grace of God which was given me toward you;	2	WEB
Ephesians	3	3	how that by revelation the mystery was made known to me, as I wrote before in few words,	2	WEB
Ephesians	3	4	by which, when you read, you can perceive my understanding in the mystery of Christ;	2	WEB
Ephesians	3	5	which in other generations was not made known to the children of men, as it has now been revealed to his holy apostles and prophets in the Spirit;	2	WEB
Ephesians	3	6	that the Gentiles are fellow heirs, and fellow members of the body, and fellow partakers of his promise in Christ Jesus through the Good News,	2	WEB
Ephesians	3	7	of which I was made a servant, according to the gift of that grace of God which was given me according to the working of his power.	2	WEB
Ephesians	3	8	To me, the very least of all saints, was this grace given, to preach to the Gentiles the unsearchable riches of Christ,	2	WEB
Ephesians	3	9	and to make all men see what is the administration{TR reads fellowship instead of administration} of the mystery which for ages has been hidden in God, who created all things through Jesus Christ;	2	WEB
Ephesians	3	10	to the intent that now through the assembly the manifold wisdom of God might be made known to the principalities and the powers in the heavenly places,	2	WEB
Ephesians	3	11	according to the eternal purpose which he purposed in Christ Jesus our Lord;	2	WEB
Ephesians	3	12	in whom we have boldness and access in confidence through our faith in him.	2	WEB
Ephesians	3	13	Therefore I ask that you may not lose heart at my troubles for you, which are your glory.	2	WEB
Ephesians	3	14	For this cause, I bow my knees to the Father of our Lord Jesus Christ,	2	WEB
Ephesians	3	15	from whom every family in heaven and on earth is named,	2	WEB
Ephesians	3	16	that he would grant you, according to the riches of his glory, that you may be strengthened with power through his Spirit in the inward man;	2	WEB
Ephesians	3	17	that Christ may dwell in your hearts through faith; to the end that you, being rooted and grounded in love,	2	WEB
Ephesians	3	18	may be strengthened to comprehend with all the saints what is the breadth and length and height and depth,	2	WEB
Ephesians	3	19	and to know Christ's love which surpasses knowledge, that you may be filled with all the fullness of God.	2	WEB
Ephesians	3	20	Now to him who is able to do exceedingly abundantly above all that we ask or think, according to the power that works in us,	2	WEB
Ephesians	3	21	to him be the glory in the assembly and in Christ Jesus to all generations forever and ever.  Amen.	2	WEB
Ephesians	4	1	I therefore, the prisoner in the Lord, beg you to walk worthily of the calling with which you were called,	2	WEB
Ephesians	4	2	with all lowliness and humility, with patience, bearing with one another in love;	2	WEB
Ephesians	4	3	being eager to keep the unity of the Spirit in the bond of peace.	2	WEB
Ephesians	4	4	There is one body, and one Spirit, even as you also were called in one hope of your calling;	2	WEB
Ephesians	4	5	one Lord, one faith, one baptism,	2	WEB
Ephesians	4	6	one God and Father of all, who is over all, and through all, and in us all.	2	WEB
Ephesians	4	7	But to each one of us was the grace given according to the measure of the gift of Christ.	2	WEB
Ephesians	4	8	Therefore he says, When he ascended on high, he led captivity captive, and gave gifts to men.{Psalm 68:18}	2	WEB
Ephesians	4	9	Now this, He ascended, what is it but that he also first descended into the lower parts of the earth?	2	WEB
Ephesians	4	10	He who descended is the one who also ascended far above all the heavens, that he might fill all things.	2	WEB
Ephesians	4	11	He gave some to be apostles; and some, prophets; and some, evangelists; and some, shepherds{or, pastors} and teachers;	2	WEB
Ephesians	4	12	for the perfecting of the saints, to the work of serving, to the building up of the body of Christ;	2	WEB
Ephesians	4	13	until we all attain to the unity of the faith, and of the knowledge of the Son of God, to a full grown man, to the measure of the stature of the fullness of Christ;	2	WEB
Ephesians	4	14	that we may no longer be children, tossed back and forth and carried about with every wind of doctrine, by the trickery of men, in craftiness, after the wiles of error;	2	WEB
Ephesians	4	15	but speaking truth in love, we may grow up in all things into him, who is the head, Christ;	2	WEB
Ephesians	4	16	from whom all the body, being fitted and knit together through that which every joint supplies, according to the working in measure of each individual part, makes the body increase to the building up of itself in love.	2	WEB
Ephesians	4	17	This I say therefore, and testify in the Lord, that you no longer walk as the rest of the Gentiles also walk, in the futility of their mind,	2	WEB
Ephesians	4	18	being darkened in their understanding, alienated from the life of God, because of the ignorance that is in them, because of the hardening of their hearts;	2	WEB
Ephesians	4	19	who having become callous gave themselves up to lust, to work all uncleanness with greediness.	2	WEB
Ephesians	4	20	But you did not learn Christ that way;	2	WEB
Ephesians	4	21	if indeed you heard him, and were taught in him, even as truth is in Jesus:	2	WEB
Ephesians	4	22	that you put away, as concerning your former way of life, the old man, that grows corrupt after the lusts of deceit;	2	WEB
Ephesians	4	23	and that you be renewed in the spirit of your mind,	2	WEB
Ephesians	4	24	and put on the new man, who in the likeness of God has been created in righteousness and holiness of truth.	2	WEB
Ephesians	4	25	Therefore, putting away falsehood, speak truth each one with his neighbor.  For we are members of one another.	2	WEB
Ephesians	4	26	Be angry, and don't sin.{Psalm 4:4} Don't let the sun go down on your wrath,	2	WEB
Ephesians	4	27	neither give place to the devil.	2	WEB
Ephesians	4	28	Let him who stole steal no more; but rather let him labor, working with his hands the thing that is good, that he may have something to give to him who has need.	2	WEB
Ephesians	4	29	Let no corrupt speech proceed out of your mouth, but such as is good for building up as the need may be, that it may give grace to those who hear.	2	WEB
Ephesians	4	30	Don't grieve the Holy Spirit of God, in whom you were sealed for the day of redemption.	2	WEB
Ephesians	4	31	Let all bitterness, wrath, anger, outcry, and slander, be put away from you, with all malice.	2	WEB
Ephesians	4	32	And be kind to one another, tenderhearted, forgiving each other, just as God also in Christ forgave you.	2	WEB
Ephesians	5	1	Be therefore imitators of God, as beloved children.	2	WEB
Ephesians	5	2	Walk in love, even as Christ also loved you, and gave himself up for us, an offering and a sacrifice to God for a sweet-smelling fragrance.	2	WEB
Ephesians	5	3	But sexual immorality, and all uncleanness, or covetousness, let it not even be mentioned among you, as becomes saints;	2	WEB
Ephesians	5	4	nor filthiness, nor foolish talking, nor jesting, which are not appropriate; but rather giving of thanks.	2	WEB
Ephesians	5	5	Know this for sure, that no sexually immoral person, nor unclean person, nor covetous man, who is an idolater, has any inheritance in the Kingdom of Christ and God.	2	WEB
Ephesians	5	6	Let no one deceive you with empty words.  For because of these things, the wrath of God comes on the children of disobedience.	2	WEB
Ephesians	5	7	Therefore don't be partakers with them.	2	WEB
Ephesians	5	8	For you were once darkness, but are now light in the Lord. Walk as children of light,	2	WEB
Ephesians	5	9	for the fruit of the Spirit is in all goodness and righteousness and truth,	2	WEB
Ephesians	5	10	proving what is well pleasing to the Lord.	2	WEB
Ephesians	5	11	Have no fellowship with the unfruitful works of darkness, but rather even reprove them.	2	WEB
Ephesians	5	12	For the things which are done by them in secret, it is a shame even to speak of.	2	WEB
Ephesians	5	13	But all things, when they are reproved, are revealed by the light, for everything that reveals is light.	2	WEB
Ephesians	5	14	Therefore he says, Awake, you who sleep, and arise from the dead, and Christ will shine on you.	2	WEB
Ephesians	5	15	Therefore watch carefully how you walk, not as unwise, but as wise;	2	WEB
Ephesians	5	16	redeeming the time, because the days are evil.	2	WEB
Ephesians	5	17	Therefore don't be foolish, but understand what the will of the Lord is.	2	WEB
Ephesians	5	18	Don't be drunken with wine, in which is dissipation, but be filled with the Spirit,	2	WEB
Ephesians	5	19	speaking to one another in psalms, hymns, and spiritual songs; singing, and singing praises in your heart to the Lord;	2	WEB
Ephesians	5	20	giving thanks always concerning all things in the name of our Lord Jesus Christ, to God, even the Father;	2	WEB
Ephesians	5	21	subjecting yourselves one to another in the fear of Christ.	2	WEB
Ephesians	5	22	Wives, be subject to your own husbands, as to the Lord.	2	WEB
Ephesians	5	23	For the husband is the head of the wife, and Christ also is the head of the assembly, being himself the savior of the body.	2	WEB
Ephesians	5	24	But as the assembly is subject to Christ, so let the wives also be to their own husbands in everything.	2	WEB
Ephesians	5	25	Husbands, love your wives, even as Christ also loved the assembly, and gave himself up for it;	2	WEB
Ephesians	5	26	that he might sanctify it, having cleansed it by the washing of water with the word,	2	WEB
Ephesians	5	27	that he might present the assembly to himself gloriously, not having spot or wrinkle or any such thing; but that it should be holy and without blemish.	2	WEB
Ephesians	5	28	Even so husbands also ought to love their own wives as their own bodies.  He who loves his own wife loves himself.	2	WEB
Ephesians	5	29	For no man ever hated his own flesh; but nourishes and cherishes it, even as the Lord also does the assembly;	2	WEB
Ephesians	5	30	because we are members of his body, of his flesh and bones.	2	WEB
Ephesians	5	31	For this cause a man will leave his father and mother, and will be joined to his wife.  The two will become one flesh.{Genesis 2:24}	2	WEB
Ephesians	5	32	This mystery is great, but I speak concerning Christ and of the assembly.	2	WEB
Ephesians	5	33	Nevertheless each of you must also love his own wife even as himself; and let the wife see that she respects her husband.	2	WEB
Ephesians	6	1	Children, obey your parents in the Lord, for this is right.	2	WEB
Ephesians	6	2	Honor your father and mother, which is the first commandment with a promise:	2	WEB
Ephesians	6	3	that it may be well with you, and you may live long on the earth.{Deuteronomy 5:16}	2	WEB
Ephesians	6	4	You fathers, don't provoke your children to wrath, but nurture them in the discipline and instruction of the Lord.	2	WEB
Ephesians	6	5	Servants, be obedient to those who according to the flesh are your masters, with fear and trembling, in singleness of your heart, as to Christ;	2	WEB
Ephesians	6	6	not in the way of service only when eyes are on you, as men pleasers; but as servants of Christ, doing the will of God from the heart;	2	WEB
Ephesians	6	7	with good will doing service, as to the Lord, and not to men;	2	WEB
Ephesians	6	8	knowing that whatever good thing each one does, he will receive the same again from the Lord, whether he is bound or free.	2	WEB
Ephesians	6	9	You masters, do the same things to them, and give up threatening, knowing that he who is both their Master and yours is in heaven, and there is no partiality with him.	2	WEB
Ephesians	6	10	Finally, be strong in the Lord, and in the strength of his might.	2	WEB
Ephesians	6	11	Put on the whole armor of God, that you may be able to stand against the wiles of the devil.	2	WEB
Ephesians	6	12	For our wrestling is not against flesh and blood, but against the principalities, against the powers, against the world's rulers of the darkness of this age, and against the spiritual forces of wickedness in the heavenly places.	2	WEB
Ephesians	6	13	Therefore, put on the whole armor of God, that you may be able to withstand in the evil day, and, having done all, to stand.	2	WEB
Ephesians	6	14	Stand therefore, having the utility belt of truth buckled around your waist, and having put on the breastplate of righteousness,	2	WEB
Ephesians	6	15	and having fitted your feet with the preparation of the Good News of peace;	2	WEB
Ephesians	6	16	above all, taking up the shield of faith, with which you will be able to quench all the fiery darts of the evil one.	2	WEB
Ephesians	6	17	And take the helmet of salvation, and the sword of the Spirit, which is the spoken word of God;	2	WEB
Ephesians	6	18	with all prayer and requests, praying at all times in the Spirit, and being watchful to this end in all perseverance and requests for all the saints:	2	WEB
Ephesians	6	19	on my behalf, that utterance may be given to me in opening my mouth, to make known with boldness the mystery of the Good News,	2	WEB
Ephesians	6	20	for which I am an ambassador in chains; that in it I may speak boldly, as I ought to speak.	2	WEB
Ephesians	6	21	But that you also may know my affairs, how I am doing, Tychicus, the beloved brother and faithful servant in the Lord, will make known to you all things;	2	WEB
Ephesians	6	22	whom I have sent to you for this very purpose, that you may know our state, and that he may comfort your hearts.	2	WEB
Ephesians	6	23	Peace be to the brothers, and love with faith, from God the Father and the Lord Jesus Christ.	2	WEB
Esther	13	31	and for the wood offering, at times appointed, and for the first fruits.  Remember me, my God, for good.	3	WEB
Esther	1	1	Now it happened in the days of Ahasuerus (this is Ahasuerus who reigned from India even to Ethiopia, over one hundred twenty-seven provinces),	3	WEB
Esther	1	2	that in those days, when the King Ahasuerus sat on the throne of his kingdom, which was in Shushan the palace,	3	WEB
Esther	1	3	in the third year of his reign, he made a feast for all his princes and his servants; the power of Persia and Media, the nobles and princes of the provinces, being before him.	3	WEB
Esther	1	4	He displayed the riches of his glorious kingdom and the honor of his excellent majesty many days, even one hundred eighty days.	3	WEB
Esther	1	5	When these days were fulfilled, the king made a seven day feast for all the people who were present in Shushan the palace, both great and small, in the court of the garden of the king's palace.	3	WEB
Esther	1	6	There were hangings of white, green, and blue material, fastened with cords of fine linen and purple to silver rings and marble pillars.  The couches were of gold and silver, on a pavement of red, white, yellow, and black marble.	3	WEB
Esther	1	7	They gave them drinks in golden vessels of various kinds, including royal wine in abundance, according to the bounty of the king.	3	WEB
Esther	1	8	In accordance with the law, the drinking was not compulsory; for so the king had instructed all the officials of his house, that they should do according to every man's pleasure.	3	WEB
Esther	1	9	Also Vashti the queen made a feast for the women in the royal house which belonged to King Ahasuerus.	3	WEB
Esther	1	10	On the seventh day, when the heart of the king was merry with wine, he commanded Mehuman, Biztha, Harbona, Bigtha, and Abagtha, Zethar, and Carcass, the seven eunuchs who served in the presence of Ahasuerus the king,	3	WEB
Esther	1	11	to bring Vashti the queen before the king with the royal crown, to show the people and the princes her beauty; for she was beautiful.	3	WEB
Esther	1	12	But the queen Vashti refused to come at the king's commandment by the eunuchs.  Therefore the king was very angry, and his anger burned in him.	3	WEB
Esther	1	13	Then the king said to the wise men, who knew the times, (for it was the king's custom to consult those who knew law and judgment;	3	WEB
Esther	1	14	and the next to him were Carshena, Shethar, Admatha, Tarshish, Meres, Marsena, and Memucan, the seven princes of Persia and Media, who saw the king's face, and sat first in the kingdom),	3	WEB
Esther	1	15	What shall we do to the queen Vashti according to law, because she has not done the bidding of the King Ahasuerus by the eunuchs?	3	WEB
Esther	1	16	Memucan answered before the king and the princes, Vashti the queen has not done wrong to just the king, but also to all the princes, and to all the people who are in all the provinces of the King Ahasuerus.	3	WEB
