Book	Chapter	Verse	Text	Index	Version
Colossians	2	10	and, by your union with him, you also are filled with it. He is the head of all archangels and powers of heaven.	1	OEB
Colossians	2	11	By your union with him you received a circumcision that was not performed by human hands, when you threw off the tyranny of the earthly body, and received the circumcision of the Christ.	1	OEB
Colossians	2	12	For in baptism you were buried with Christ; and in baptism you were also raised to life with him, through your faith in the omnipotence of God, who raised him from the dead.	1	OEB
Colossians	2	13	And to you, who once were dead, by reason of your sins and your uncircumcised nature – to you God gave life in giving life to Christ! He pardoned all our sins!	1	OEB
Colossians	2	14	He canceled the bond which stood against us – the bond that consisted of ordinances – and which was directly hostile to us! He has taken it out of our way by nailing it to the cross!	1	OEB
Colossians	2	15	He rid himself of all the powers of evil, and held them up to open contempt, when he celebrated his triumph over them on the cross!	1	OEB
Colossians	2	16	Do not, then, allow anyone to take you to task on questions of eating or drinking, or in the matter of annual or monthly or weekly festivals.	1	OEB
Colossians	2	17	These things are only the shadow of what is to come; the substance is in the Christ.	1	OEB
Colossians	2	18	Do not let anyone defraud you of the reality by affecting delight in so-called ‘humility’ and angel-worship. Such a person busies themselves with their visions, and without reason are rendered conceited by their merely human intellect.	1	OEB
Colossians	2	19	They fail to maintain union with the head, to whom it is due that the whole body, nourished and knit together by the contact and connexion of every part, grows with a divine growth.	1	OEB
Colossians	2	20	Since, with Christ, you became dead to the puerile teaching of this world, why do you submit, as if you still belonged to the world,	1	OEB
Colossians	2	21	to such ordinances as ‘Do not handle, or taste, or touch’?	1	OEB
Colossians	2	22	For all the things referred to in them cease to exist when used. You are following mere human directions and instructions.	1	OEB
Colossians	2	23	Such prohibitions appear reasonable where there is a desire for self-imposed service, and so-called ‘humility,’ and harsh treatment of the body, but are of no real value against the indulgence of our earthly nature.	1	OEB
Colossians	3	1	Since, therefore, you were raised to life with the Christ, seek for the things that are above; for it is there that the Christ is seated at the right hand of God.	1	OEB
Colossians	3	2	Fix your thoughts on the things that are above, not on those that are on earth.	1	OEB
Colossians	3	3	For you died, and your life now lies hidden, with the Christ, in God.	1	OEB
Colossians	3	4	When the Christ, who is our life, appears, then you also will appear with him in glory.	1	OEB
Colossians	3	5	Therefore destroy all that is earthly in you – immorality, uncleanness, passions, evil desires, and that greed which is idolatry.	1	OEB
Colossians	3	6	These are the things because of which the wrath of God comes,	1	OEB
Colossians	3	7	and to which you, like others, once devoted your lives, when you lived for them.	1	OEB
Colossians	3	8	You, however, must now lay aside all such things – anger, passion, malice, slander, abuse.	1	OEB
Colossians	3	9	Never lie to one another. Get rid of your old self and its habits,	1	OEB
Colossians	3	10	and clothe yourselves with that new self, which, as it gains in knowledge, is being constantly renewed in resemblance to him who made it.	1	OEB
Colossians	3	11	In that new life there is no distinction between Greek and Jew, circumcised and uncircumcised, barbarian, Scythian, slave, free; but Christ is all! – and in all!	1	OEB
Colossians	3	12	Therefore, as God’s people, consecrated and dear to him, clothe yourselves with tenderness of heart, kindliness, humility, gentleness, forbearance;	1	OEB
Colossians	3	13	bearing with one another, and, when there is any ground for complaint, forgiving one another freely. As the Master freely forgave you, so you must forgive one another.	1	OEB
Colossians	3	14	Over all these virtues put on love; for that is the belt which makes all complete.	1	OEB
Colossians	3	15	Let the peace that the Christ gives decide all doubts within your hearts; for you also were called to the enjoyment of peace as members of one body. And show yourselves thankful.	1	OEB
Colossians	3	16	Let the message of the Christ be alive in your minds in all its wealth, bringing all wisdom with it. Teach and admonish one another with psalms, and hymns, and sacred songs, full of the loving kindness of God, lifting your hearts in song to him.	1	OEB
Colossians	3	17	And, whatever you say or do, do everything in the name of the Lord Jesus; and through him offer thanksgiving to God the father.	1	OEB
Colossians	3	18	Wives, submit to your husbands, as befits those who belong to the Lord.	1	OEB
Colossians	3	19	Husbands, love your wives, and never treat them harshly.	1	OEB
Colossians	3	20	Children, always obey your parents; for that is pleasant to see in those who belong to the Lord.	1	OEB
Colossians	3	21	Fathers, never irritate your children, otherwise they might become disheartened.	1	OEB
Colossians	3	22	Slaves, always obey your earthly masters, not only when their eyes are on you, as if you had but to please people alone, but giving them ungrudging service, in your respect for the Master.	1	OEB
Colossians	3	23	Whatever you do, do it with all your heart, as if working for the Master and not for people,	1	OEB
Colossians	3	24	since you know that it is from the Master that you will receive the inheritance which will be your reward. You are serving Christ, the Master.	1	OEB
Colossians	3	25	Those who do wrong will reap the wrong they have done; and there will be no partiality.	1	OEB
Colossians	4	1	Masters, do what is right and fair by your slaves, for you know that you also have a Master – in heaven.	1	OEB
Colossians	4	2	Devote yourselves to prayer. Give your whole mind to it, and also offer thanksgiving;	1	OEB
Colossians	4	3	and at the same time pray for us, so that God may give us an opening for our message, so that we may speak of the truths hidden in the Christ – the truths for which I am in chains!	1	OEB
Colossians	4	4	Then I will make them known, as I ought to do.	1	OEB
Colossians	4	5	Show tact in your behavior to the outside world, making the most of every opportunity.	1	OEB
Colossians	4	6	Let your conversation always be kindly, but not bland, season it, as it were, with salt; be aware in each case of the answer you should be giving.	1	OEB
Colossians	4	7	Our dear friend, Tychicus, will tell you all about me. He is a faithful minister, and a fellow servant in the Master’s cause.	1	OEB
Colossians	4	8	I send him to you expressly that you may learn our circumstances, and that he may give you encouragement.	1	OEB
Colossians	4	9	With him will be Onesimus, our dear faithful friend, who is one of yourselves. They will tell you all that is going on here.	1	OEB
Colossians	4	10	My fellow prisoner, Aristarchus, sends you his greeting, and Barnabas’s cousin, Mark, sends his. (You have received directions about him. If he comes to you, make him welcome.)	1	OEB
Colossians	4	11	Joshua, who is called Justus, also sends his greeting. These are the only converts from Judaism who have worked with me for the kingdom of God; I have found them a great comfort.	1	OEB
Colossians	4	12	Epaphras, who is one of yourselves, sends you his greeting. He is a servant of Christ Jesus, and is always most earnest in your behalf in his prayers, praying that you may stand firm, with a matured faith and with a sure conviction of all that is in accordance with God’s will.	1	OEB
Colossians	4	13	I can bear testimony to the deep interest he takes in you, as well as in the followers at Laodicea and at Hierapolis.	1	OEB
Colossians	4	14	Luke, our dear doctor, sends you his greeting, and Demas sends his.	1	OEB
Colossians	4	15	Give my greeting to the followers at Laodicea, and to Nymphe, and to the church that meets at her house.	1	OEB
Colossians	4	16	And when this letter has been read to you, see that it is also read before the church at Laodicea, and that you yourselves read the letter which will be forwarded from there.	1	OEB
Colossians	4	17	Give this message to Archippus – ‘Take care to discharge to the best of your ability the office to which you were appointed in the Master’s cause.’	1	OEB
Colossians	4	18	I, Paul, add this greeting in my own handwriting. Remember these chains of mine. God’s blessing be with you.	1	OEB
Ephesians	1	1	To Christ’s people at Ephesus who are faithful to him, from Paul, an apostle of Christ Jesus, by the will of God.	2	OEB
Ephesians	1	2	May God, our Father, and the Lord Jesus Christ bless you and give you peace.	2	OEB
Ephesians	1	3	Blessed is the God and Father of Jesus Christ, our Lord, who has blessed us on high with every spiritual blessing, in Christ.	2	OEB
Ephesians	1	4	For he chose us in our union with Christ before the creation of the universe, so that we might be holy and blameless in his sight, living in the spirit of love.	2	OEB
Ephesians	1	5	From the first he destined us, in his goodwill towards us, to be adopted as sons through Jesus Christ,	2	OEB
Ephesians	1	6	and so to enhance that glorious manifestation of his loving kindness which he gave us in the one he loves;	2	OEB
Ephesians	1	7	for in him, and through the shedding of his blood, we have found redemption in the pardon of our offenses.	2	OEB
Ephesians	1	8	All this accords with the loving kindness which God lavished on us, accompanied by countless gifts of wisdom and discernment,	2	OEB
Ephesians	1	9	when he made known to us his hidden purpose. And it also accords with the goodwill which God purposed to exhibit in Christ,	2	OEB
Ephesians	1	10	in view of that divine order which was to mark the completion of the ages, when he should make everything, both in heaven and on earth, center in him.	2	OEB
Ephesians	1	11	In him, I say, for by our union with him we became God’s heritage, having from the first been destined for this in the intention of him who, in all that happens, is carrying out his own fixed purpose;	2	OEB
Ephesians	1	12	that we should enhance his glory – we who have been the first to rest our hopes on the Christ.	2	OEB
Ephesians	1	13	And you, too, by your union with him, after you had heard the message of the truth, the good news of your salvation – you believed in him and were sealed as his by receiving the holy Spirit, which he had promised.	2	OEB
Ephesians	1	14	And the Spirit is a pledge of our future heritage, foreshadowing the full redemption of God’s own people – to enhance his glory.	2	OEB
Ephesians	1	15	And therefore I, ever since I heard of the faith in the Lord Jesus which prevails among you, and of your confidence in all Christ’s people,	2	OEB
Ephesians	1	16	have never omitted to thank God on your behalf, whenever I make mention of you in my prayers.	2	OEB
Ephesians	1	17	My prayer is that the God of Jesus Christ our Lord, the all-glorious Father, may inspire you with wisdom and true insight through a fuller knowledge of himself;	2	OEB
Ephesians	1	18	that your minds may be so enlightened that you may realize the hope given by God’s call, the wealth of the glory of his heritage among Christ’s people,	2	OEB
Ephesians	1	19	and the transcendent greatness of the power which he is able to exercise in dealing with us who believe in him.	2	OEB
Ephesians	1	20	The same mighty power was exerted on the Christ, when he raised the Christ from the dead and ‘caused him to sit at his right hand’ on high, exalting him above all angels and archangels of every rank,	2	OEB
Ephesians	1	21	and above every name that can be named, whether in the present age, or in the age to come.	2	OEB
Ephesians	1	22	And God placed all things under Christ’s feet, and gave him to the church as its supreme head;	2	OEB
Ephesians	1	23	for the church is Christ’s body, and is filled by him who fills all things everywhere with his presence.	2	OEB
Ephesians	2	1	You yourselves were once dead because of your offenses and sins.	2	OEB
Ephesians	2	2	For at one time you lived in sin, following the ways of the world, in subjection to the Ruler of the powers of the air – the Spirit who is still at work among the disobedient.	2	OEB
Ephesians	2	3	And it was among them that we all once lived our lives, indulging the cravings of our earthly nature, and carrying out the desires prompted by that earthly nature and by our own thoughts. Our nature exposed us to the divine wrath, like the rest of humanity.	2	OEB
Ephesians	2	4	Yet God, in his abundant compassion, and because of the great love with which he loved us,	2	OEB
Ephesians	2	5	even though we were dead because of our offenses, gave life to us in giving life to the Christ. (By God’s loving kindness you have been saved.)	2	OEB
Ephesians	2	6	And, through our union with Christ Jesus, God raised us with him, and caused us to sit with him on high,	2	OEB
Ephesians	2	7	in order that, by his goodness to us in Christ Jesus, he might display in the ages to come the boundless wealth of his loving kindness.	2	OEB
Ephesians	2	8	For it is by God’s loving kindness that you have been saved, through your faith. It is not due to yourselves; the gift is God’s.	2	OEB
Ephesians	2	9	It is not due to obedience to Law, so that no one can boast.	2	OEB
Ephesians	2	10	For we are God’s handiwork, created, by our union with Christ Jesus, for the good actions in doing which God had pre-arranged that we should spend our lives.	2	OEB
Ephesians	2	11	Remember, therefore, that you were once Gentiles yourselves, as your bodies showed; you were called ‘the Uncircumcised’ by those who were called ‘the Circumcised’ – circumcised only by human hands!	2	OEB
Ephesians	2	12	Remember that you were at that time far from Christ; you were shut out from the citizenship of Israel; you were strangers to the covenants founded on God’s promise; you were in the world without hope and without God.	2	OEB
Ephesians	2	13	But now, through your union with Christ Jesus, you who once were far off have, by the shedding of the blood of the Christ, been brought near.	2	OEB
Ephesians	2	14	He it is who is our peace. He made the two divisions of humanity one, broke down the barrier that separated them,	2	OEB
Ephesians	2	15	and in his human nature put an end to the cause of enmity between them – the Law with its injunctions and ordinances – in order to create, through union with himself, from Jew and Gentile, one new humanity and so make peace.	2	OEB
Ephesians	2	16	And when, on the cross, he had destroyed their mutual enmity, he sought by means of his cross to reconcile them both to God, united in one body.	2	OEB
Ephesians	2	17	He came with the good news of peace for you who were far off, and of peace for those who were near;	2	OEB
Ephesians	2	18	for it is through him that we, the Jews and the Gentiles, united in the one Spirit, are now able to approach the Father.	2	OEB
Ephesians	2	19	It follows, then, that you are no longer strangers and foreigners, but are fellow citizens with Christ’s people and members of God’s household.	2	OEB
Ephesians	2	20	You have been built up on the foundation laid by the apostles and prophets, Christ Jesus himself being the cornerstone.	2	OEB
Ephesians	2	21	United in him, every part of the building, closely joined together, will grow into a temple, consecrated by its union with the Lord.	2	OEB
Ephesians	2	22	And, through union in him, you also are being built up together, to be a place where God lives through the Spirit.	2	OEB
Ephesians	3	1	For this reason I, Paul, the prisoner of Jesus, the Christ, for the sake of you Gentiles –	2	OEB
Ephesians	3	2	For you have heard, I suppose, of the responsible charge with which God entrusted me for your benefit,	2	OEB
Ephesians	3	3	and also that it was by direct revelation that the hidden purpose of God was made known to me, as I have already briefly told you.	2	OEB
Ephesians	3	4	And, by reading what I have written, you will be able to judge how far I understand this hidden purpose of God in Christ.	2	OEB
Ephesians	3	5	In former generations it was not made known to humanity, as fully as it has now been revealed by the Spirit to the apostles and prophets among Christ’s people –	2	OEB
Ephesians	3	6	That, by union with Christ Jesus and through the good news, the Gentiles are coheirs with us and members of one body, and that they share with us in God’s Promise.	2	OEB
Ephesians	3	7	Of this good news I become an assistant, in virtue of the charge with which God entrusted me in the exercise of his power –	2	OEB
Ephesians	3	8	Yes, to me, who am less than the least of all Christ’s people, was this charge entrusted! – to tell the Gentiles the good news of the boundless wealth to be found in the Christ,	2	OEB
Ephesians	3	9	and to make clear what is God’s way of working out that hidden purpose which from the first has been concealed in the mind of the Creator of all things;	2	OEB
Ephesians	3	10	so that now to the archangels and to all the powers on high should be made known, through the church, the all-embracing wisdom of God,	2	OEB
Ephesians	3	11	in accordance with that purpose which runs through all the ages and which he has now accomplished in Jesus, the Christ, our Master.	2	OEB
Ephesians	3	12	And in union with him, and through our trust in him, we find courage to approach God with confidence.	2	OEB
Ephesians	3	13	Therefore I beg you not to be disheartened at the sufferings that I am undergoing for your sakes; for they redound to your honor.	2	OEB
Ephesians	3	14	For this reason, then, I kneel before the Father –	2	OEB
Ephesians	3	15	from whom all ‘fatherhood’ in heaven and on earth derives its name –	2	OEB
Ephesians	3	16	and pray that, in proportion to the wealth of his glory, he will strengthen you with his power by breathing his Spirit into your inmost soul,	2	OEB
Ephesians	3	17	so that the Christ, through your faith, may make his home within your hearts in love; and I pray that you, now firmly rooted and established, may, with all Christ’s people,	2	OEB
Ephesians	3	18	have the power to comprehend in all its width and length and height and depth,	2	OEB
Ephesians	3	19	and to understand – though it surpasses all understanding – the love of the Christ; and so be filled with all the fullness of God.	2	OEB
Ephesians	3	20	To him who, through his power which is at work within us, is able to do far more than anything that we can ask or conceive –	2	OEB
Ephesians	3	21	to him be all glory through the church and through Christ Jesus, for all generations, age after age. Amen.	2	OEB
Ephesians	4	1	I beg you, then – I who am a prisoner in the Master’s cause – to live lives worthy of the call that you have received;	2	OEB
Ephesians	4	2	always humble and gentle, patient, bearing lovingly with one another,	2	OEB
Ephesians	4	3	and striving to maintain in the bond of peace the unity given by the Spirit.	2	OEB
Ephesians	4	4	There is but one body and one Spirit, just as there was but one hope set before you when you received your call.	2	OEB
Ephesians	4	5	There is but one Lord, one faith, one baptism.	2	OEB
Ephesians	4	6	There is but one God and Father of all – the God who is over all, pervades all, and is in all.	2	OEB
Ephesians	4	7	Everyone of us, however, has been entrusted with some charge, each in accordance with the extent of the gift of the Christ.	2	OEB
Ephesians	4	8	That is why it is said –	2	OEB
Ephesians	4	9	Now surely this ‘going up’ must imply that he had already gone down into the world beneath.	2	OEB
Ephesians	4	10	He who went down is the same as he who went up – up beyond the highest heaven, so that he might fill all things with his presence.	2	OEB
Ephesians	4	11	And he it is who gave to the church apostles, prophets, missionaries, pastors, and teachers,	2	OEB
Ephesians	4	12	to fit his people for the work of the ministry, for the building up of the body of the Christ.	2	OEB
Ephesians	4	13	And this will continue, until we all attain to that unity which is given by faith and by a fuller knowledge of the Son of God; until we reach maturity – the full standard of the perfection of the Christ.	2	OEB
Ephesians	4	14	Then we will no longer be like infants, tossed backward and forward, blown about by every breath of human teaching and by people’s trickery and craftiness;	2	OEB
Ephesians	4	15	but holding the truth in a spirit of love, we will grow into complete union with him who is our head – Christ himself.	2	OEB
Ephesians	4	16	For from him the whole body, closely joined and knit together by the contact of every part with the source of its life, derives its power to grow, in proportion to the vigour of each individual part; and so is being built up in a spirit of love.	2	OEB
Ephesians	4	17	This, then, as one in union with the Lord, I implore: Do not continue to live such purposeless lives as the Gentiles live,	2	OEB
Ephesians	4	18	with their powers of discernment darkened, cut off from the life of God, owing to the ignorance that prevails among them and to the hardness of their hearts.	2	OEB
Ephesians	4	19	Lost to all sense of shame, they have abandoned themselves to licentiousness, in order to practice every kind of impurity without restraint.	2	OEB
Ephesians	4	20	But far different is the lesson you learned from the Christ – if, that is, you really listened to him,	2	OEB
Ephesians	4	21	and through union with him were taught the truth, as it is to be found in Jesus.	2	OEB
Ephesians	4	22	For you learned with regard to your former way of living that you must cast off your old nature, which, yielding to deluding passions, grows corrupt;	2	OEB
Ephesians	4	23	that the spirit of your minds must be constantly renewed;	2	OEB
Ephesians	4	24	and that you must clothe yourselves in that new nature which was created to resemble God, with the righteousness and holiness springing from the truth.	2	OEB
Ephesians	4	25	Since, therefore, you have cast off what is false, you must every one of you speak the truth to your neighbors. For we are united to one another like the parts of a body.	2	OEB
Ephesians	4	26	Be angry, yet do not sin. Do not let the sun go down on your anger;	2	OEB
Ephesians	4	27	and give no opportunity to the devil.	2	OEB
Ephesians	4	28	Let the person who steals steal no longer, but rather they should toil with their hands at honest work, so that they may have something to share with anyone in need.	2	OEB
Ephesians	4	29	Never let any foul word pass your lips, but only such good words as the occasion demands, so that they may be a help to those who hear them.	2	OEB
Ephesians	4	30	And do not grieve God’s Holy Spirit; for it was through that Spirit that God sealed you as his, against the day of redemption.	2	OEB
Ephesians	4	31	Let all bitterness, passion, anger, brawling, and abusive language be banished from among you, as well as all malice.	2	OEB
Ephesians	4	32	Be kind to one another, tenderhearted, ready to forgive one another, just as God, in Christ, forgave you.	2	OEB
Ephesians	5	1	Therefore imitate God, as his dear children,	2	OEB
Ephesians	5	2	and live a life of love, following the example of the Christ, who loved you and gave himself for you as an offering and a sacrifice to God, that should be fragrant and acceptable.	2	OEB
Ephesians	5	3	As for sexual immorality and every kind of impurity, or greed, do not let them even be mentioned among you, as befits Christ’s people,	2	OEB
Ephesians	5	4	nor shameful conduct, nor foolish talk or jesting, for they are wholly out of place among you; but rather thanksgiving.	2	OEB
Ephesians	5	5	For of this you may be sure – that no one who is unchaste or impure or greedy of gain (for to be greedy of gain is idolatry) has any place awaiting him in the kingdom of the Christ and God.	2	OEB
Ephesians	5	6	Do not let anyone deceive you with specious arguments. Those are the sins that bring down the wrath of God on the disobedient.	2	OEB
Ephesians	5	7	Therefore have nothing to do with such people.	2	OEB
Ephesians	5	8	For, although you were once in darkness, now, by your union with the Lord, you are in the light. Live as children of light –	2	OEB
Ephesians	5	9	for the outcome of life in the light may be seen in every form of goodness, righteousness, and sincerity –	2	OEB
Ephesians	5	10	always trying to find out what is pleasing to the Lord.	2	OEB
Ephesians	5	11	Take no part in deeds of darkness, from which no good can come; on the contrary, expose them.	2	OEB
Ephesians	5	12	It is degrading even to speak of the things continually done by them in secret.	2	OEB
Ephesians	5	13	All such actions, when exposed, have their true character made manifest by the light.	2	OEB
Ephesians	5	14	For everything that has its true character made manifest is clear as light. And that is why it is said –	2	OEB
Ephesians	5	15	Take great care, then, how you live – not unwisely but wisely,	2	OEB
Ephesians	5	16	making the most of every opportunity; for these are evil days.	2	OEB
Ephesians	5	17	Therefore do not grow thoughtless, but try to understand what the Lord’s will is.	2	OEB
Ephesians	5	18	Do not drink wine to excess, for that leads to profligacy; but seek to be filled with the Spirit of God, and speak to one another in psalms and hymns and sacred songs.	2	OEB
Ephesians	5	19	Sing and make music in your hearts to the Lord.	2	OEB
Ephesians	5	20	Always give thanks for everything to our God and Father, in the name of our Lord Jesus Christ.	2	OEB
Ephesians	5	21	Submit to one another because you honor and respect Christ.	2	OEB
Ephesians	5	22	Wives should submit to their husbands as submitting to the Lord.	2	OEB
Ephesians	5	23	For a man is the head of his wife, as the Christ is the head of the church – being indeed himself the Savior of his body.	2	OEB
Ephesians	5	24	But as the church submits to the Christ, so also should wives submit to their husbands in everything.	2	OEB
Ephesians	5	25	Husbands, love your wives, just as the Christ loved the church, and gave himself for her,	2	OEB
Ephesians	5	26	to make her holy, after purifying her by the washing with the water, according to his promise;	2	OEB
Ephesians	5	27	so that he might himself bring the church, in all her beauty, into his own presence, with no spot or wrinkle or blemish of any kind, but that she might be holy and faultless.	2	OEB
Ephesians	5	28	That is how husbands ought to love their wives – as if they were their own bodies. A man who loves his wife is really loving himself;	2	OEB
Ephesians	5	29	for no one ever yet hated his own body. But everyone feeds his body and cares for it, just as the Christ for the church;	2	OEB
Ephesians	5	30	for we are members of his body.	2	OEB
Ephesians	5	31	For this cause a man will leave his father and mother, and be united to his wife; and the man and his wife will become one.	2	OEB
Ephesians	5	32	In this there is a profound truth – I am speaking of Christ and his church.	2	OEB
Ephesians	5	33	However, for you individually, let each love his wife as if she were himself; and the wife be careful to respect her husband.	2	OEB
Ephesians	6	1	Children, obey your parents, as children of the Lord; for that is but right.	2	OEB
Ephesians	6	2	‘Honor your father and mother’ – this is the first Commandment with a promise –	2	OEB
Ephesians	6	3	‘so that you may prosper and have a long life on earth.’	2	OEB
Ephesians	6	4	And fathers, do not irritate your children, but bring them up with Christian discipline and instruction.	2	OEB
Ephesians	6	5	Slaves, obey your earthly masters, with anxious care, giving them ungrudging service, as if obeying the Christ;	2	OEB
Ephesians	6	6	not only when their eyes are on you, as if you had merely to please people, but as slaves of Christ, who are trying to carry out the will of God.	2	OEB
Ephesians	6	7	Give your service heartily and cheerfully, as working for the Master and not for people;	2	OEB
Ephesians	6	8	for you know that everyone will be rewarded by the Master for any honest work that he has done, whether he is a slave or free.	2	OEB
Ephesians	6	9	And masters, treat your slaves in the same spirit. Give up threatening them; for you know that he who is both their Master and yours is in heaven, and that before him there is no distinction of rank.	2	OEB
Ephesians	6	10	For the future, find strength in your union with the Lord, and in the power which comes from his might.	2	OEB
Ephesians	6	11	Put on the full armor of God, so that you may be able to stand your ground against the stratagems of the devil.	2	OEB
Ephesians	6	12	For ours is no struggle against enemies of flesh and blood, but against all the various powers of evil that hold sway in the darkness around us, against the spirits of wickedness on high.	2	OEB
Ephesians	6	13	Therefore take up the full armor of God, so that when the evil day comes, you may be able to withstand the attack, and, having fought to the end, still to stand your ground.	2	OEB
Ephesians	6	14	Stand your ground, then, with truth for your belt, and with righteousness for your breastplate,	2	OEB
Ephesians	6	15	and with the readiness to serve the good news of peace as shoes for your feet.	2	OEB
Ephesians	6	16	At every onslaught take up faith for your shield; for with it you will be able to extinguish all the flaming darts of the evil one.	2	OEB
Ephesians	6	17	And receive the helmet of salvation, and the sword of the Spirit – which is the message of God – always with prayer and supplication.	2	OEB
Ephesians	6	18	Pray in spirit at all times. Be intent on this, with unwearying perseverance and supplication for all Christ’s people –	2	OEB
Ephesians	6	19	and on my behalf also, so that when I begin to speak, words may be given me, so that I may fearlessly make known the inmost truth of the good news,	2	OEB
Ephesians	6	20	on behalf of which I am an ambassador – in chains! Pray that, in telling it, I may speak fearlessly as I ought.	2	OEB
Ephesians	6	21	To enable you, as well as others, to know all that concerns me and what I am doing, Tychicus, our dear friend and faithful helper in the Master’s cause, will tell you everything.	2	OEB
Ephesians	6	22	I am sending him to you on purpose that you may learn all about us, and that he may cheer your hearts.	2	OEB
Ephesians	6	23	May God, the Father, and the Lord Jesus Christ give every follower peace, and love linked with faith.	2	OEB
Ephesians	6	24	May God’s blessing be with all who love our Lord Jesus Christ with an undying love.	2	OEB
Esther	1	1	These events happened in the time of Ahasuerus, who ruled over a hundred and twenty-seven provinces from India to Ethiopia	3	OEB
Esther	1	2	from his royal throne in the fortified palace of Susa.	3	OEB
