Book	Chapter	Verse	Text
Psalms	6	9	the LORD  has heard my entreaty, the LORD  accepts my prayer.
Psalms	6	10	My foes will be stricken with terror, brought to shame and dismay in a moment.
Psalms	7	1	LORD  my God, I take refuge in you. Deliver me, save me from all who pursue me;
Psalms	7	2	or like lions they will tear me to pieces, and rend me, past hope of rescue.
Psalms	7	3	LORD, my God, if my life has been such if my hands have been stained with guilt,
Psalms	7	4	if friends I paid back with evil, if I plundered my foes without cause,
Psalms	7	5	may the enemy chase and find me, trample my life to the ground, my honor leave in the dirt! *Selah*
Psalms	7	6	Arise, LORD, in anger, against my foes rise in fury. Awake for my help: let justice be done.
Psalms	7	7	Gather the nations about you, and sit on your lofty throne,
Psalms	7	8	as the LORD, the judge of the peoples. Judge me, LORD, in my innocence and according to my integrity.
Psalms	7	9	Put an end to the wrong of the wicked, protect the righteous. Searcher of hearts and minds, righteous God.
Psalms	7	10	God is my shield: he saves the upright in heart.
Psalms	7	11	God is a just judge, constant in righteous anger.
Psalms	7	12	He will sharpen his sword without fail, his bow is bent and ready,
Psalms	7	13	his deadly weapons are ready, his arrows he makes of flame.
Psalms	7	14	The enemy who conceives evil; pregnant with mischief, giving birth to lies,
Psalms	7	15	a pit they have made and dug; but into the hole that they made they will fall.
Psalms	7	16	On their own heads their mischief comes back; on their own skulls their violence comes down.
Psalms	7	17	I will give thanks to the LORD  for his justice, and sing to the name of the LORD  Most High.
Psalms	8	1	LORD  our God! How glorious in all the earth is your name! Your praise reaches as high as the heavens,
Psalms	8	2	from the mouths of children and infants.  You have built a fortress against your enemies, to silence the foe and the rebel.
Psalms	8	3	When I look at your heavens, the work of your fingers, the moon and the stars, which you have set there,
Psalms	8	4	what are mortals, that you think of them, humans, that you visit them?
Psalms	8	5	Yet you made them little less than divine, crowned them with glory and majesty,
Psalms	8	6	made them lord of the works of your hands, put all things under their feet –
Psalms	8	7	sheep and oxen, all of them; and the wild beasts also:
Psalms	8	8	birds of the air, and fish of the sea, and all that crosses the paths of the ocean.
Psalms	8	9	LORD  our God! How glorious in all the earth is your name!
Psalms	9	1	With all my heart I will praise the LORD, all your wonders I will rehearse.
Psalms	9	2	I will rejoice and exult in you, singing praise to your name, Most High;
Psalms	9	3	because backward my foes were turned, they stumbled and perished before you.
Psalms	9	4	My right and my claim you have upheld, you did sit on the throne as a fair judge,
Psalms	9	5	rebuking the nations, destroying the wicked, and blotting their name out forever and ever.
Psalms	9	6	The foe is vanished, ruined forever, their cities destroyed, their memory perished.
Psalms	9	7	See! The LORD  is seated forever on the throne he established for judgment,
Psalms	9	8	ruling the world with justice, and judging the nations with equity.
Psalms	9	9	So the LORD  proves a haven to the oppressed, a haven in times of trouble.
Psalms	9	10	Well may they trust you who know your name, for those who seek you, you never abandon.
Psalms	9	11	Sing praise to the LORD, whose home is in Zion, declare his deeds among the nations.
Psalms	9	12	As avenger of blood, he keeps them in mind, he does not forget the cry of the wretched.
Psalms	9	13	Show me favor, LORD, see how my foes afflict me, lift me up from the gates of death;
Psalms	9	14	so I may, in your help exulting, tell forth your praise at the gates of Zion.
Psalms	9	15	The nations are sunk in the pit which they made, in the net that they hid, their own foot is entangled.
Psalms	9	16	The LORD  is revealed in the judgment he wrought, the wicked are snared in their own handiwork. *Selah*
Psalms	9	17	Let the wicked depart to Sheol, all the nations that live forgetful of God.
Psalms	9	18	For the needy will not be always forgotten, nor the hope of the helpless be lost forever.
Psalms	9	19	Arise, LORD ; don’t let them triumph: before your face let the nations be judged.
Psalms	9	20	Strike them with fear, LORD : show the nations how frail they are. *Selah*
Psalms	10	1	Why do you stand, LORD, so far away, hiding yourself in times of trouble?
Psalms	10	2	The wicked, in their pride, are pursuing the helpless: let them be caught in the schemes they have plotted.
Psalms	10	3	For the wicked boasts of their wanton greed; the robber despises the LORD, and curses him,
Psalms	10	4	in wicked pride, thinks: God doesn’t care, God doesn’t call to account.
Psalms	10	5	Never a season that they do not prosper; your judgments are far above out of their sight: they scoff at their foes.
Psalms	10	6	Each says in their heart, “I will never be shaken; I will live for all time untouched by misfortune.”
Psalms	10	7	Their mouths are full of deceit and oppression: under their tongues lurks mischief and wrong.
Psalms	10	8	Lying in secret in some village ambush, and stealthily watching, they murder the innocent.
Psalms	10	9	Like a lion that lurks in a secret lair they lurk intending to catch the defenceless; to seize them, to drag them away in their net.
Psalms	10	10	Their victims are crushed, sink down to the ground. Under their claws the hapless fall.
Psalms	10	11	The wicked say in their hearts that God has forgotten, has hidden his face, will see nothing.
Psalms	10	12	Arise, LORD, lift up your hand, do not forget the cry of the wretched.
Psalms	10	13	Why do the wicked treat God with contempt, and say in their hearts, “God doesn’t care”?
Psalms	10	14	You have seen the trouble and sorrow; you mark it all, and will take it in hand. The hapless can count on you, helper of orphans.
Psalms	10	15	Break the arm of the wicked and evil: search out their sin, till no more be found.
Psalms	10	16	The LORD  is king forever and ever: the nations will vanish from his land.
Psalms	10	17	LORD, you have heard the desire of the humble, inclining your ear, strengthening their hearts,
Psalms	10	18	rights you have won for the crushed and the orphan, so no one on earth may strike terror again.
Psalms	11	1	In the LORD  I take refuge. How can you tell me to flee like a bird to the mountains?
Psalms	11	2	“See! The wicked are bending the bow, their arrow is set on the string, to shoot from the shadows at the upright in heart.
Psalms	11	3	In this tearing down of foundations what good can a good person do?”
Psalms	11	4	The LORD  in his holy temple, the LORD  in heaven, enthroned. His eyes watch the world, they see everyone.
Psalms	11	5	The LORD  examines the righteous and wicked, and the lover of violence he hates.
Psalms	11	6	On the wicked he rains coals of fire and brimstone, and their drink will be scorching wind.
Psalms	11	7	For the LORD  is just, and justice he loves; so the upright will see his face.
Psalms	12	1	Help, LORD, for the good are all gone, faithful people have vanished.
Psalms	12	2	One lies to another, speaking empty lies, with flattering lips and false hearts they speak.
Psalms	12	3	May the LORD  cut off all the flattering lips, and the tongue that utters arrogance,
Psalms	12	4	they declare, “Our tongue is our strength, our allies our lips: who is lord over us?”
Psalms	12	5	“The poor are despoiled, and the needy are sighing; so now I will act,” the LORD  declares “And place them in the safety they long for.”
Psalms	12	6	The words of the LORD  are words that are pure, silver smelted, seven times refined.
Psalms	12	7	You will keep us, LORD, and guard us from this generation forever,
Psalms	12	8	in a world where the wicked prowl, and worthless people exalted.
Psalms	13	1	How long, LORD, will you forget me forever? How long will you hide your face from me?
Psalms	13	2	How long must I nurse grief inside me, and in my heart a daily sorrow? How long are my foes to exult over me?
Psalms	13	3	Look at me, answer me, LORD  my God. Fill my eyes with your light, lest I sleep in death,
Psalms	13	4	lest my enemies claim to have triumphed, lest my foes rejoice at my downfall.
Psalms	13	5	But I trust in your kindness: my heart will rejoice in your help.
Psalms	13	6	I will sing to the LORD  who was good to me.
Psalms	14	1	Fools say in their heart, “There is no God.” Vile, hateful their life is; not one does good.
Psalms	14	2	From heaven the LORD  looks out on humans, to see if any are wise, and care for God.
Psalms	14	3	But all have turned bad, the taint is on all; not one does good, no, not one.
Psalms	14	4	Have they learned their lesson, those workers of evil? Who ate up my people, eating, devouring, never calling to the LORD .
Psalms	14	5	Sore afraid will they be; for God is among those who are righteous,
Psalms	14	6	you may mock the plans of the poor, but the LORD  is their refuge.
Psalms	14	7	If only help from Zion would come for Israel! When the LORD  brings his people a change of fortune, how glad will be Jacob, and Israel how joyful!
Psalms	15	1	LORD, who can be guest in your tent? Who may live on your holy mountain?
Psalms	15	2	The person whose walk is blameless, whose conduct is right, whose words are true and sincere;
Psalms	15	3	on whose tongue there sits no slander, who will not harm a friend,
Psalms	15	4	nor cruelly insult a neighbor, who regards with contempt those rejected by God; but honors those who obey the LORD, who keeps an oath, whatever the cost,
Psalms	15	5	whose money is lent without interest, and never takes a bribe to hurt the innocent.  The person who does these things will always stand firm.
Psalms	16	1	Keep me, O God, for in you I take refuge.
Psalms	16	2	I said to the LORD, “You are my LORD, my happiness rests in you alone.
Psalms	16	3	Those who are holy in the land, they, they alone, are the noble ones; all my delight is in them.”
Psalms	16	4	Those who choose other gods find endless sorrow. In their offerings of blood I will have no part nor take their name on my lips.
Psalms	16	5	The LORD  is my share and my portion, my fate is in your strong hands.
Psalms	16	6	The boundary lines of my life mark out delightful country, my heritage pleases me well.
Psalms	16	7	I praise the LORD  for his counsel, which so stirs my heart in the night.
Psalms	16	8	I keep the LORD  always in mind: with him at my hand, I can never be moved.
Psalms	16	9	So my heart is glad, there is joy inside me; and in safety of body I live.
Psalms	16	10	For you will not give me up to Sheol nor let any who love you see the pit.
Psalms	16	11	You will show me the path that leads to life, to that fulness of joy which is in your presence, and the pleasures dispensed by your hand evermore.
Psalms	17	1	Listen, O LORD, to my innocence; attend to my piercing cry. Give heed to my prayer out of lips unfeigned.
Psalms	17	2	Let my vindication come from you, your eyes see the truth.
Psalms	17	3	When you test my heart when you visit at night, and assay me like silver – you can find no evil. I am determined that my mouth should not lie.
Psalms	17	4	I gave earnest heed to the words of your lips.
Psalms	17	5	My steps have held fast to the paths of your precepts and in your tracks have my feet never stumbled.
Psalms	17	6	So I call you, O God, with assurance of answer; bend down your ear to me, hear what I say.
Psalms	17	7	Show your marvelous love, you who save from enemies those who take refuge at your right hand.
Psalms	17	8	Keep me as the apple of the eye, hide me in the shelter of your wings.
Psalms	17	9	From wicked people who do me violence, from deadly foes who crowd around me.
Psalms	17	10	They have closed their hearts to pity, the words of their mouths are haughty.
Psalms	17	11	Now they dog us at every step, keenly watching, to hurl us to the ground,
Psalms	17	12	like a lion, longing to tear, like a young lion, lurking in secret.
Psalms	17	13	Arise, LORD, face them and fell them. By your sword set me free from the wicked,
Psalms	17	14	by your hand, O LORD, from those – whose portion of life is but of this world. But let your treasured ones have food in plenty may their children be full and their children satisfied.
Psalms	17	15	In my innocence I will see your face, awake I am filled with a vision of you.
Psalms	18	1	I love you, O LORD, my strength.
Psalms	18	2	The LORD  is my rock, my fortress, deliverer, my God, my rock, where I take refuge, my shield, my defender, my tower.
Psalms	18	3	Worthy of praise is the LORD  whom I call on, he rescues me from all my foes.
Psalms	18	4	The waves of death broke about me, fearful floods of chaos.
Psalms	18	5	Sheol threw cords around me, snares of death came to meet me.
Psalms	18	6	In distress I cried to the LORD, and shouted for help to my God; in his temple he heard my voice, into his ears came my cry.
Psalms	18	7	Then the earth shook and quaked, mountains trembled to their foundations, and quaked because of his wrath.
Psalms	18	8	Smoke went up from his nostrils, devouring fire from his mouth, coals were kindled by it.
Psalms	18	9	Then he bent the sky and came down, thick darkness was under his feet.
Psalms	18	10	He rode on a cherub and flew, darting on wings of wind,
Psalms	18	11	with his screen of darkness about him, in thick dark clouds of water.
Psalms	18	12	At the radiance before him there passed hailstones and coals of fire.
Psalms	18	13	The LORD  thundered from heaven, the Most High uttered his voice.
Psalms	18	14	He shot his arrows and scattered them, flashed lightnings, and routed them.
Psalms	18	15	The channels of the sea were revealed, the world was laid bare to its base, at your rebuke, O LORD, at the blast of the breath of your nostrils.
Psalms	18	16	He stretched from on high, he seized me, drew me up from the mighty waters,
Psalms	18	17	and saved me from those who hated me – fierce foes, too mighty for me.
Psalms	18	18	In my day of distress they assailed me, but the LORD  proved my support.
Psalms	18	19	To a spacious place he brought me, and, for love of me, he saved me.
Psalms	18	20	The LORD  repays my innocence, he rewards my cleanness of hands.
Psalms	18	21	For I kept the ways of the LORD, nor have wickedly strayed from my God.
Psalms	18	22	His commandments were all before me, his statutes I put not away.
Psalms	18	23	And I was blameless before him, guarding myself from sin.
Psalms	18	24	So the LORD  repaid my innocence, my cleanness of hands in his sight.
Psalms	18	25	With the loyal you are loyal, and with the blameless blameless.
Psalms	18	26	With the pure you show yourself pure, but shrewd with the devious.
Psalms	18	27	For the lowly people you save, but haughty eyes you abase.
Psalms	18	28	You are my lamp, LORD, my God who enlightens my darkness.
Psalms	18	29	With you I can storm a rampart, with my God I can leap a wall.
Psalms	18	30	As for God, his way is perfect; the word of the LORD  is pure. He is shield to all who take refuge in him.
Psalms	18	31	For who is God but the LORD ? And who is a rock but our God?
Psalms	18	32	The God who arms me with strength, who cleared and smoothed my way.
Psalms	18	33	He made my feet like hinds’ feet, and set me up on the heights.
Psalms	18	34	He taught my hands how to fight, and my arms how to bend a bronze bow.
Psalms	18	35	The shield of your help you gave me, your right hand supports me, you stoop down to make me great.
Psalms	18	36	In your strength I took giant strides, and my feet never slipped.
Psalms	18	37	So I chased the foe till I caught them, and turned not, till I made an end of them.
Psalms	18	38	I smashed them, they could not rise, they fell beneath my feet.
Psalms	18	39	You did arm me with strength for war, you did bow my assailants beneath me.
Psalms	18	40	You made my foes turn their back to me, and those who did hate me I finished.
Psalms	18	41	They cried for help, but none saved them; to the LORD, but he answered them not.
Psalms	18	42	I beat them like dust of the market-place, stamped them like mud of the streets.
Psalms	18	43	From the strife of the peoples you saved me, you made me head of the nations, peoples I knew not did serve me.
Psalms	18	44	On the instant they hear, they obey me, foreigners come to me cringing.
Psalms	18	45	Foreigners lose courage, and come out of their strongholds trembling.
Psalms	18	46	The LORD  is alive! Blest be my rock! Exalted be God, my protector!
Psalms	18	47	The God who gave me revenge, and brought down nations beneath me,
Psalms	18	48	who saved me from angry foes, and set me above my assailants, safe from the violent.
Psalms	18	49	For this I will praise you among the nations, making music, O LORD, to your name:
Psalms	18	50	for great triumphs he grants to his king, and faithful love he shows his anointed, to David and his seed evermore.
Psalms	19	1	The heavens declare God’s glory, the sky tells what his hands have done.
Psalms	19	2	Day tells it to day, night reveals it to night,
Psalms	19	3	without speaking, without words; without the sound of voices.
Psalms	19	4	But through all the world their voice carries their words to the ends of the earth.  He has pitched a tent for the sun in the sky,
Psalms	19	5	it comes out like a bridegroom from his bridal chamber, it joyfully runs its course like a hero.
Psalms	19	6	From one end of the heavens it rises, and around it runs to the other, and nothing hides from its heat.  ##### In Praise of the Law #####
Psalms	19	7	The law of the LORD  is perfect, renewing life. The decrees of the LORD  are trusty, making the simple wise.
Psalms	19	8	The behests of the LORD  are right, rejoicing the heart. The command of the LORD  is pure, giving light to the eyes.
Psalms	19	9	The fear of the LORD  is clean, it endures forever. The LORD ’s judgments are true and right altogether.
Psalms	19	10	More precious are they than gold – than fine gold in plenty, and sweeter they are than honey, that drops from the comb.
Psalms	19	11	By them is your servant warned; who keeps them has rich reward.
Psalms	19	12	Who can know their flaws? Absolve me from those I know not.
Psalms	19	13	Keep your servant from wilful sins – from falling under their sway: then blameless and clear will I be from great offense.
Psalms	19	14	May the words of my mouth and the thoughts of my heart be pleasing to you, LORD, my rock and redeemer.
Psalms	20	1	The LORD  answer you in the day of distress, the name of the Jacob’s God protect you,
Psalms	20	2	sending you help from the temple, out of Zion supporting you.
Psalms	20	3	All your meal-offerings may he remember, your burnt-offerings look on with favor. *Selah*
Psalms	20	4	May he grant you your heart’s desire, and bring all your plans to pass.
Psalms	20	5	We will shout then for joy at your victory, and rejoice in the name of our God. May the LORD  grant your every request.
Psalms	20	6	Now I am sure that the LORD will help his anointed. From his temple in heaven he will answer by his mighty triumphant right hand.
Psalms	20	7	Some in chariots are strong, some in horses; but our strength is the LORD  our God.
Psalms	20	8	They will totter and fall, while we rise and stand firm.
Psalms	20	9	Give victory, LORD, to the king, and answer us when we call.
Psalms	21	1	The king rejoices, LORD, in your might, how he exults because of your help!
Psalms	21	2	You have granted to him his heart’s desire, you have not withheld his lips’ request. *Selah*
Psalms	21	3	You came to meet him with rich blessings, you set on his head a golden crown.
Psalms	21	4	He asked you for life, you gave it – many long days, forever and ever.
Psalms	21	5	Great is his glory because of your help, honor and majesty you lay upon him.
Psalms	21	6	For you make him most blessed forever, you make him glad with the joy of your presence.
Psalms	21	7	For the king puts always his trust in the LORD ; the Most High, in his love, will preserve him unshaken.
Psalms	21	8	Your hand will reach all your foes, your right hand, all who hate you.
Psalms	21	9	You will make them like a furnace of fire, when you appear, LORD . The LORD  will swallow them up in his wrath. The fire will devour them.
Psalms	21	10	You will sweep their offspring from the earth, their children from humanity.
Psalms	21	11	When they scheme against you and hatch evil plots – they will fail.
Psalms	21	12	For you aim your bow at their faces, make them turn in flight.
Psalms	21	13	Be exalted, LORD, in your strength, to your might we shall sing and make music.
Psalms	22	1	My God, my God, why have you left me, my rescue so far from the words of my roaring?
Psalms	22	2	I cry in the day, you do not answer, I cry in the night but find no rest.
Psalms	22	3	You are the Holy One, throned on the praises of Israel.
Psalms	22	4	In you our ancestors trusted, they trusted and you delivered them.
Psalms	22	5	They cried to you, and found safety, in you did they trust and were not put to shame.
Psalms	22	6	But I am a worm, not a person; insulted by others, despised by the people.
Psalms	22	7	All who see me mock me, with mouths wide open and wagging heads:
Psalms	22	8	“He relies on the LORD ; let him save him. Let him rescue the one he holds dear!”
Psalms	22	9	But you drew me from the womb, laid me safely on my mother’s breasts.
Psalms	22	10	On your care was I cast from my very birth, you are my God from my mother’s womb.
Psalms	22	11	Be not far from me, for trouble is nigh, and there is none to help.
Psalms	22	12	I am circled by many bulls, beset by the mighty of Bashan,
Psalms	22	13	who face me with gaping jaws, like ravening roaring lions.
Psalms	22	14	Poured out am I like water, and all my bones are loosened. My heart is become like wax, melted within me.
Psalms	22	15	My palate is dry as a sherd, my tongue sticks to my jaws; in the dust of death you lay me.
Psalms	22	16	For dogs are round about me, a band of knaves encircles me, gnawing my hands and my feet.
Psalms	22	17	I can count my bones, every one. As for them, they feast their eyes on me.
Psalms	22	18	They divide my garments among them, and over my raiment cast lots.
Psalms	22	19	But you, O LORD, be not far, O my strength, hasten to help me.
Psalms	22	20	Deliver my life from the sword my life from the power of the dogs.
Psalms	22	21	Save me from the jaws of the lion, from the horns of the wild oxen help me.
Psalms	22	22	I will tell of your fame to my kindred, and in the assembly will praise you.
Psalms	22	23	Praise the LORD, you who fear him. All Jacob’s seed, give him glory. All Israel’s seed, stand in awe of him.
Psalms	22	24	For he has not despised nor abhorred the sorrow of the sorrowful. He hid not his face from me, but he listened to my cry for help.
Psalms	22	25	Of you is my praise in the great congregation; my vows I will pay before those who fear him.
Psalms	22	26	The afflicted will eat to their heart’s desire, and those who seek after the LORD  will praise him. Lift up your hearts forever.
Psalms	22	27	All will call it to mind, to the ends of the earth, and turn to the LORD ; and all tribes of the nations will bow down before you.
Psalms	22	28	For the kingdom belongs to the LORD : he is the LORD  of the nations.
Psalms	22	29	To him will bow down all who sleep in the earth, and before him bend all who go down to the dust, and those who could not preserve their lives.
Psalms	22	30	My descendants will tell of the LORD to the next generation;
Psalms	22	31	they will declare his righteousness to people yet to be born: He has done it.
Psalms	23	1	The LORD  is my shepherd: I am never in need.
Psalms	23	2	He lays me down in green pastures. He gently leads me to waters of rest,
Psalms	23	3	he refreshes my life. He guides me along paths that are straight, true to his name.
Psalms	23	4	And when my way lies through a valley of gloom, I fear no evil, for you are with me. Your rod and your staff comfort me.
Psalms	23	5	You spread a table for me in face of my foes; with oil you anoint my head, and my cup runs over.
Psalms	23	6	Surely goodness and love will pursue me – all the days of my life. In the house of the LORD  I will live through the length of the days.
Psalms	24	1	The earth is the LORD ’s and all that it holds, the world and those who live in it.
Psalms	24	2	For he founded it on the seas, and on the floods he sustains it.
Psalms	24	3	Who may ascend the hill of the LORD ? Who may stand in his holy place?
Psalms	24	4	The clean of hands, the pure of heart, who sets not their heart upon sinful things, nor swears with intent to deceive:
Psalms	24	5	they win from the LORD  a blessing: God is their champion and savior.
Psalms	24	6	Such must be those who resort to him, and seek the face of the God of Jacob. *Selah*  ##### The Lords’s Triumphal Entry into the Sanctuary #####
Psalms	24	7	Lift high your heads, you gates – Higher, you ancient doors; welcome the glorious king.
Psalms	24	8	“Who is the glorious king?” “The LORD  strong and heroic, the LORD  heroic in battle.”
Psalms	24	9	Lift high your heads, you gates – Higher, you ancient doors; welcome the glorious king.
Psalms	24	10	“Who is the glorious king?” “The LORD, the God of hosts, he is the glorious king.” *Selah*
Psalms	25	1	To you, O LORD, I lift up my heart: all the day I wait for you.
Psalms	25	2	In you I trust, put me not to shame; let not my foes exult over me.
Psalms	25	3	None will be shamed who wait for you, but shame will fall upon wanton traitors.
Psalms	25	4	Make me, O LORD, to know your ways: teach me your paths.
Psalms	25	5	In your faithfulness guide me and teach me, for you are my God and my savior.
Psalms	25	6	Remember your pity, O LORD, and your kindness, for they have been ever of old.
Psalms	25	7	Do not remember the sins of my youth; remember me in kindness, because of your goodness, LORD .
Psalms	25	8	Good is the LORD  and upright, so he teaches sinners the way.
Psalms	25	9	The humble he guides in the right, he teaches the humble his way.
Psalms	25	10	All his ways are loving and loyal to those who observe his charges and covenant.
Psalms	25	11	Be true to your name LORD, forgive my many sins.
Psalms	25	12	Who then is the person who fears the LORD ? He will teach them the way to choose.
Psalms	25	13	They will live in prosperity, their children will inherit the land.
Psalms	25	14	The LORD  gives guidance to those who fear him, and with his covenant he makes them acquainted.
Psalms	25	15	My eyes are ever toward the LORD, for out of the net he brings my foot.
Psalms	25	16	Turn to me with your favor, for I am lonely and crushed
Psalms	25	17	In my heart are strain and storm; bring me out of my distresses.
Psalms	25	18	Look on my misery and trouble, and pardon all my sins,
Psalms	25	19	look on my foes oh, so many! And their cruel hatred towards me.
Psalms	25	20	Deliver me, keep me, and shame not one who takes refuge in you.
Psalms	25	21	May integrity and innocence preserve me, for I wait for you, O LORD .
Psalms	25	22	Redeem Israel, O God, from all its distresses.
Psalms	26	1	Defend me, O LORD, for my walk has been blameless; in the LORD  have I trusted unswervingly:
Psalms	26	2	Examine me, LORD, and test me; test my heart and my mind.
Psalms	26	3	For your love is before my eyes, and your faithfulness governs my way.
Psalms	26	4	I never sat down with the worthless, nor companied with dissemblers.
Psalms	26	5	I hate the assembly of knaves, I would never sit down with the wicked;
Psalms	26	6	but, with hands washed in innocence, I would march round your altar, O LORD,
Psalms	26	7	singing loud songs of thanks, and telling of all your wonders.
Psalms	26	8	O LORD, I love your house, the place where your glory lives.
Psalms	26	9	Do not gather me up with sinners; slay me not with people of blood,
Psalms	26	10	whose hands are stained with villainy, and whose right hand is filled with bribes.
Psalms	26	11	But my walk is blameless! O redeem me, be gracious to me.
Psalms	26	12	My foot stands on even ground, in the choirs I will bless the LORD .
Psalms	27	1	The LORD  is my light and my savior; whom then should I fear? The LORD  protects my life; whom then should I dread?
Psalms	27	2	When the wicked drew near to assail me and eat up my flesh, it was those who distressed and opposed me who stumbled and fell.
Psalms	27	3	Though against me a host should encamp, yet my heart would be fearless: though battle should rise up against me, still would I be trustful.
Psalms	27	4	One thing have I asked of the LORD, and that do I long for – To live in the house of the LORD all the days of my life, to gaze on the grace of the LORD and inquire in his temple.
Psalms	27	5	For he will hide me in his shelter in the day of misfortune. In his sheltering tent he hides me: he lifts me up on a rock.
Psalms	27	6	And now that my head he has lifted above my encircling foes, I will march round the altar and sacrifice, shouting with joy, in his tent, making music and song to the LORD .  ##### The Serenity of Faith #####
Psalms	27	7	Hear, O LORD, my loud cry, and graciously answer me.
Psalms	27	8	My heart has said to you, “Your face, O LORD, I seek.”
Psalms	27	9	Hide not your face from me, reject not your servant in anger: for you have been my help. Abandon me not, nor forsake me, O God of my help:
Psalms	27	10	for father and mother have left me; but the LORD  will take me up.
Psalms	27	11	Teach me your way, O LORD : lead me in an even path, because of my enemies.
Psalms	27	12	Give me not up, O LORD, unto the rage of my foes; for against me have risen false witnesses, breathing out cruelty.
Psalms	27	13	Firm is the faith I cherish, that I, in the land of the living, will yet see the goodness of God.
Psalms	27	14	Let your heart be courageous and strong, and wait on the LORD .
Psalms	28	1	Unto you, O LORD, do I cry; my rock, be not deaf to me: lest, through holding your peace, I become like those who go down to the pit.
